block_number,reserveA,reserveB,total_reserveA,total_reserveB
18376973,856180695130518423599,1248352582839310105475,949861411683076818143,1384943567821511723044
18376979,851079992011268782337,1253416675403229730136,944202604969748437105,1390561758162658330260
18376980,845881876105676034930,1258577494139179566073,938435726855980760433,1396287258162658330258
18376994,844106889858570650574,1260339747531538947626,936466526952289227020,1398242332020933772995
18376998,845891611035268000177,1258568537743383186479,938446526952289227018,1396277321784971789898
18377001,844107603675321119186,1260339747531538947625,936467318872721606987,1398242332020933772992
18377005,842341830537554434601,1262092855372532431776,934508340149082625274,1400187259649119658375
18377009,844099510484301824362,1260348480628498255051,936458340149082625272,1398252020667096097861
18377011,842342533538904291881,1262092855372532431775,934509120070725788168,1400187259649119658372
18377087,848684462778886073754,1255798939793074470261,941544964133718788166,1393204682756975769465
18377087,848684462778886073754,1255798939793074470261,941544964133718788166,1393204682756975769465
18377095,850433128982316810234,1254063515762531892017,943484964133718788164,1391279373848593269542
18377128,851343517057298791597,1253160022376631383868,944494964133718788162,1390277022933817091012
18377134,849595549497457942367,1254895446407173962111,942555739220788991809,1392202331842199590932
18377138,851326188214255372285,1253177914078559764307,944475739220788991807,1390296872291958147397
18377141,849596241683408260116,1254895446407173962110,942556507143644126705,1392202331842199590929
18377149,849573544457777558405,1254917980765465595312,942531326455850668458,1392227331842199590928
18377160,849620926222630521767,1254870957810657497199,942583892590905150762,1392175163777105900973
18377175,844402906392109419361,1260051541263816651228,936794932724607887813,1397922591090226524144
18377234,844494846573939282825,1259960297099371187433,936896932724607887812,1397821363263739734517
18377246,849670719155010265710,1254823613972464037995,942639133716185198779,1392122639718531934908
18377271,849381756974498152322,1255110502669682193472,942318554162984207071,1392440918914133296435
18377276,844220389133806622515,1260234841092521689915,936592444976853202680,1398125947034883151228
18377285,853303087586832300941,1251220920031508838189,946668944976853202679,1388125749842270352383
18377292,844225128933315914816,1260233741941834021268,936597703390969050992,1398124727618433119952
18377320,849413815353716214392,1255084341349461608904,942354120273635297860,1392411895100938782232
18377338,844241702337792939836,1260219347798705152103,936616090207516627776,1398108758511455916193
18377358,844331839770959472644,1260129892728531736689,936716090207516627775,1398009515536555418082
18377360,846462984570558228381,1258014882340827780803,939080418461308116932,1395663087073481278093
18377384,846281407041756904794,1258195157207160846419,938878973265430560439,1395863087073481278091
18377390,851437268218882581427,1253078338258144111862,944598973265430560438,1390186401184763779191
18377393,852799547108821254560,1251726377168932499620,946110308614221560436,1388686512579422859811
18377394,856546171671911610251,1248008133758285995114,950266877568396575252,1384561430158030973815
18377422,852801045607327285486,1251726377168932499619,946111971073927132907,1388686512579422859808
18377674,860012040260649910148,1244570012572455454410,954111971073927132906,1380747120092779322997
18377755,864006291583400453363,1240606031958749184836,958543261363024883286,1376349412642665180232
18377757,864008995706395449347,1240603348331673562835,958546261363024883285,1376346435381186407162
18377782,864919383781377430710,1239699860744608692835,959556261363024883283,1375344090899737021325
18377855,865012180529954448351,1239607767391376122333,959659211652729241328,1375241920968780119049
18378021,861018666122220427941,1243572600563216687748,955023336060126714062,1379343910128734203541
18378076,862686567284612361758,1241917339581824716901,956873336060126714060,1377507930344906003592
18378133,867825506001171292980,1236817354496488795750,962573336060126714059,1371851136872599300164
18378262,867860273872944095482,1236782850210621981805,962611899833706344301,1371812865462822198552
18378473,863160721081910116370,1241448645526384668325,957399257226668067988,1376988065006290490918
18378728,861344541624857186822,1243251781918159731911,955384790139943667775,1378988065006290490917
18378753,858650434460234447925,1245926543949520777851,952396544573039462652,1381954853368570647599
18378762,858594874815671609837,1245981704681935876905,952334919013468626809,1382016036463389999685
18378859,858651679075128870661,1245925330827149552955,952397925073039462648,1381953507799398222808
18379304,859860501712174873289,1244725667772631763608,953738725073039462647,1380622867410806427267
18379398,860040815351352379647,1244546720478419500525,953938725073039462646,1380424382931175796777
18379464,860067781256091375722,1244519958911881926874,953968635073039462644,1380394699578702134224
18379472,860248094895268882080,1244341011635212359752,954168635073039462643,1380196215118529483775
18379476,860924271042184530925,1243669959483605845713,954918635073039462642,1379451898543624232803
18379479,860248365338633357148,1244341011635212359751,954168935042987059157,1380196215118529483772
18379494,860428678977810863506,1244162064373816853581,954368935042987059156,1379997730675298492336
18379592,860422387471707107746,1244168310702271848305,954361956640097012434,1380004658968114817388
18379597,860602701110884614104,1243989363455604269114,954561956640097012433,1379806174541219724940
18379605,860601752886029960692,1243990304871427240213,954560904889537289160,1379807218739348347189
18379609,857321087199261188362,1247247415217305031806,950922061259367767798,1383419935293387158185
18379611,852467364495495542891,1252066297224323889241,945538416709897508624,1388764935293387158183
18379662,847436187545210303093,1257061371364601976985,939957943737098825754,1394305363807905442945
18379682,848761492793164974829,1255746101378219939123,941427943737098825752,1392846494703625155917
18379782,848761543115616502904,1255746051436827575671,941427999553676825750,1392846439309709763539
18379801,850429969553070538382,1254090259559829786546,943278582177447825749,1391009870667924683637
18379831,850386807221317642500,1254133112157304636925,943230707449890022382,1391057401844900891130
18379911,850334808688288243381,1254184737548353927218,943173031798434493668,1391114663615319121834
18379926,850379751862853236840,1254140134732853228907,943222881798434493666,1391065191134253183264
18379982,850329290286677537147,1254190234196415351961,943166910906375658618,1391120760378810222659
18380007,850282041463198719165,1254237143963099858159,943114503530323196196,1391172791680378404934
18380108,850242112428978369505,1254276786468032797983,943070215106660422381,1391216762291934765912
18380127,850185252563660012161,1254333238310332042626,943007147370267633233,1391279377457994025236
18380132,850134163942957397955,1254383960323419407125,942950480973942149526,1391335637221058795028
18380134,850206289398628400498,1254312381074556906578,943030480973942149525,1391256243061871496160
18380135,850153695887615958181,1254364597178487960371,942972145385738899267,1391314160038279088526
18380172,852946362143207797822,1251593081621225043316,946069710570857981752,1388240054751618492787
18380227,860158907710308052169,1244435178340077005858,954069710570857981751,1380300662796801836151
18380232,860140766202150712531,1244453189581208283717,954049588401242758608,1380320640477041040942
18380236,860153117686434371716,1244440931692679269139,954063288401242758607,1380307044291433642123
18380258,860360478371488504037,1244235142333904976133,954293288401242758616,1380078787172656612110
18380263,868294278495298783818,1236361477676397321528,963093288401242758614,1371345488135020780193
18380264,868893891643661334442,1235766410589646397938,963758366374376308181,1370685452555388203392
18380277,868842802747416945953,1235817132427498795212,963701699672425830669,1370741712124086126590
18380278,878760052902179795680,1225975095704531685251,974701699672425830668,1359825137240609560873
18380280,878762937296820625548,1225972233192148375515,974704898980757676136,1359821962203605852251
18380286,878846457571668453221,1225889346539697732931,974797537868452253377,1359730026116209771931
18380296,901385662468856748055,1203521253843178986138,999797537868452253375,1334919820079051484493
18380336,903765802505999831989,1201159197174654761745,1002437537868452253374,1332299877761544440791
18380341,901495534834174731881,1203413117664373591228,999919405926597119553,1334799877761544440789
18380344,903749455323893561364,1201176321625822076926,1002419405926597119551,1332318871833479794873
18380349,901406539145366223678,1203502367571211909016,999820693827818060383,1334898871833479794942
18380352,903660459635085053161,1201265571438091230623,1002320693827818060381,1332417865800521071659
18380353,903614154894535288547,1201311542737043627117,1002269333608190768862,1332468856173919437731
18380357,901389292712661162274,1203520384816968080171,999801564456591645855,1334918856173919437908
18380359,903643213202379991757,1201283588665192549324,1002301564456591645853,1332437850120269154587
18380362,901363864598180792676,1203546524836870253933,999773360140383111710,1334947850120269154372
18380365,903626800769858497477,1201300781477854146413,1002283360140383111709,1332456920017299708051
18380369,901374695379454021556,1203536670603655225244,999785373409398847919,1334936920017299708031
18380373,903646647233090601675,1201281980075887139741,1002305373409398847918,1332436065907701822348
18380376,901367298626023922640,1203544916247564844350,999777169090009766849,1334946065907701822133
18380379,903604966377147717588,1201324266513550527861,1002259141902860563082,1332482969112424744091
18380379,903604966377147717588,1201324266513550527861,1002259141902860563082,1332482969112424744091
18380384,901325617815440291369,1203587202685228232470,999730937633782987036,1334992969112424743876
18380387,903615601032994622124,1201314617744287968991,1002270937633782987035,1332472266905640419448
18380390,901336252460242815916,1203577553915965673600,999742733352455222884,1334982266905640419233
18380393,919367616377993451784,1185683250990161355743,1019742733352455222883,1315134292002101803282
18380398,921666615277506657857,1183401738336439564361,1022292733352455222882,1312603687368831882625
18380402,919335639500254999883,1185715910244587950466,1019707265289268973429,1315170516942794663387
18380472,917335633947058979491,1187701499907697085984,1017488902261026664287,1317372890176640228726
18380512,917353665310976730126,1187683605663951921536,1017508902261026664285,1317353042267378579585
18380523,917356370015564392721,1187680921527403309373,1017511902261026664284,1317350065081003931779
18380525,917744044339796031392,1187296195324279735994,1017941902261026664283,1316923335073358933909
18380565,917746749044383693987,1187293511188226679164,1017944902261026664282,1316920357887533945391
18380580,919919528396472645609,1185137256334723087024,1020354902261026664281,1314528686505003744501
18380627,919876294454016351805,1185180178618455452727,1020306948104420981262,1314576294976473960540
18380685,919829091239964952484,1185227041561662116438,1020254591317361815972,1314628274342450297327
18380785,919837205353727940270,1185218989161453583103,1020263591317361815971,1314619342793794007047
18380810,919782161093685412503,1185273636628507352499,1020202537411186320855,1314679956585743458777
18380885,919734837434386072200,1185320619150809205452,1020150047028855616054,1314732068586273381968
18380913,923556012614449921927,1181528509951121675954,1024388412132564898905,1310525942841171582793
18380927,923587567501305985539,1181497195116790285821,1024423412132564898904,1310491209102255068734
18380929,923596583183264860856,1181488248021352871619,1024433412132564898902,1310481285176945562442
18380940,919776936245668909826,1185280357221040401116,1020196742122443510693,1314687410922047361614
18380961,919735346534796977457,1185321647128674322481,1020150611712052325405,1314733208797152388244
18380968,919681387427152107582,1185375217268362796612,1020090761433514326567,1314792627640821488635
18381060,919640582210400078586,1185415728338797919793,1020045501167082834858,1314837561646501716543
18381224,919994410833244591244,1184961529004610056942,1020442894515498728086,1314340128927314443520
18381249,924502230015375568871,1180488000168283129791,1025442894515498728084,1309378163223299492802
18381265,924506737834557699848,1180483526644220892597,1025447894515498728082,1309373201262890820831
18381273,920000721588136235524,1184957055480547819748,1020449894302576102604,1314335166966905771547
18381309,941232549935973140151,1163886818036943067497,1043999894302576102602,1290964400979743619717
18381319,920009213425032528259,1184957055480547819747,1020459313310474594214,1314335166966905771544
18381330,920234604384139077140,1184733378813331401349,1020709313310474594212,1314087068431694916089
18381366,920459995343245626021,1184509702169958847184,1020959313310474594210,1313838969922931288517
18381378,920469515857358286645,1184500254069067698618,1020969873310474594209,1313828490242503332472
18381503,941791500588837810825,1163340551507912901409,1044619873310474594207,1290358490996490997361
18381513,920479907456010864525,1184498403801226278635,1020981399503332739715,1313826437955392134159
18381567,920434009365339350451,1184543971015409484528,1020930490084812300406,1313876980371072686080
18381624,921155260434480306871,1183828205906781652232,1021730490084812300405,1313083065309588931923
18381642,921130340466826477342,1183852946219909652075,1021702849260450253640,1313110506864061736192
18381659,921073260374495581091,1183909614808113537894,1021639536946862829724,1313173362743938773455
18381693,921017145967065646544,1183965324674762883309,1021577295755321282986,1313235155225400962157
18381751,920970529582250800519,1184011604993200774115,1021525589616575042170,1313286488604766916171
18381762,943879266665840428824,1161277240768406646477,1046935589616575042168,1288069900154509988973
18381768,943837083476944993289,1161319119397812003084,1046888800706914856650,1288116351251718328368
18381772,920939134069897812542,1184051870641622059030,1021490766222951092057,1313331150609601646660
18381823,943929011898765798445,1161236983340247052537,1046990766222951092056,1288025247267456339361
18381840,920950035032124610269,1184050176956734781967,1021502857393632925532,1313329272001766187286
18381868,921049207054131491776,1183951759263467489140,1021612857393632925530,1313220108690982315168
18381931,921049207144287875418,1183951759173996860995,1021612857493632925528,1313220108591742944054
18381998,921030791849658239514,1184023207916701696671,1021589883679734108094,1313296082990428582065
18382060,920978961911453682514,1184074664203526552053,1021532394895417585310,1313353157327722373324
18382062,921141243806743976753,1183913616670261849402,1021712394895417585308,1313174526458667073193
18382063,930226054774920132129,1174897927057501684502,1031789094895417585307,1303174494554961006529
18382089,933336457767984105061,1171811198320715189345,1035239094895417585306,1299750753590957123980
18382094,930227298810732357225,1174897927057501684501,1031790474756342921133,1303174494554961006526
18382158,939315084946988834662,1165879323671113863925,1041870474756342921131,1293171230748817272253
18382162,930230937009838619602,1174897923626011579251,1031794510177780141643,1303174490748817272252
18382171,930248968331537541184,1174880029533317697693,1031814510177780141642,1303154642960626624232
18382182,939333869456322191168,1165864289275016940601,1041891310177780141641,1293154554881847606348
18382183,947729523309165563671,1157532583677561462916,1051203610177780141640,1283913185073716702042
18382190,939337227382399048498,1165864289267686393039,1041895034725689525522,1293154554873716702041
18382191,930256861467132999818,1174879134401142073197,1031823265094061104790,1303153650096996801649
18382192,930262901959902138548,1174873139880137402700,1031829965094061104789,1303147001088005931037
18382205,930268311356411815022,1174867771652386560752,1031835965094061104788,1303141046751612317682
18382243,953411512756977665797,1151900829628755779460,1057505965094061104787,1277666550309119819983
18382257,930277567657846004683,1174867771652386560751,1031846232008033077525,1303141046751612317679
18382265,953402737736712933876,1151918723581188496832,1057496232008033077523,1277686397941735445240
18382266,953310805361401942548,1152009991803383472659,1057394262361164107709,1277787630922566167592
18382282,953319911178859897947,1152000955385157366651,1057404362361164107708,1277777607898877730533
18382289,930205630368956355372,1174948376007639709659,1031766440531744401756,1303230451573509505274
18382291,939290531493741005356,1165932635516418795657,1041843240531744401754,1293230363236379867509
18382300,930210165654507086180,1174947480815273898147,1031771470984449376847,1303229458643117868977
18382363,930222415458753361785,1174935324239061232915,1031785058234958038384,1303215974799375685293
18382406,939307316583538011769,1165919583812559008240,1041861858234958038382,1293215886534030790108
18382418,930226946820674785741,1174934432942028115292,1031790084335647811963,1303214986189613184155
18382419,931139331698640217801,1174028992035291890951,1032802084335647811961,1302210688310783395458
18382454,931184410002887521756,1173984256822756345935,1032852084335647811959,1302161068861602118256
18382460,931229488307134825711,1173939521611174497542,1032902084335647811957,1302111449413478663259
18382470,932140070052930365612,1173035870541405934487,1033912084335647811955,1301109136787862751094
18382481,940885261076907332987,1164357261268994612694,1043612084335647811953,1291482988003738543166
18382488,932143567848284205569,1173035870465562401697,1033915964023906104358,1301109136703738543165
18382500,932152583509133666360,1173026923427221691614,1033925964023906104357,1301099212818523578376
18382515,923019126168387521481,1182094507882848555391,1023795306390203746368,1311156805497566266762
18382517,923199439385376737303,1181915566350982458725,1023995306390203746367,1310958326944685920994
18382518,931241408863095762971,1173934789544833386168,1032915306390203746365,1302106200695253648843
18382525,923202656071511992200,1181915566126102781663,1023998874277449024985,1310958326695253648841
18382526,923213474864531345149,1181904829634685308313,1024010874277449024984,1310946417982629309739
18382553,924122776386486261618,1181002445621512801243,1025019454277449024982,1309945510752155487203
18382563,933207677511270911602,1171986679161192820385,1035096254277449024980,1299945393610593761235
18382572,924127311601406187506,1181001550496667724309,1025024484651811651020,1309944517896656568928
18382583,924145288829140012323,1180983710034580660624,1025044424651811651018,1309924729594517707207
18382611,947252427586308019934,1158052489210133929527,1050674424651811651016,1284489854428579979878
18382617,947270909691049414555,1158034147912590877957,1050694924651811651014,1284469510609253470355
18382626,947451222908038630377,1157855208432776655341,1050894924651811651013,1284271034332470138788
18382633,947460238568888091168,1157846261459186528307,1050904924651811651012,1284261110519075292490
18382634,947640551785877306990,1157667321995394068781,1051104924651811651011,1284062634260062996632
18382647,925932687981362345152,1179219080585154696910,1027026973887045176511,1307967436081717142257
18382647,925932687981362345152,1179219080585154696910,1027026973887045176511,1307967436081717142257
18382647,925932687981362345152,1179219080585154696910,1027026973887045176511,1307967436081717142257
18382652,936105876052284298250,1169123320082833184921,1038310881124450176509,1296769410034713256224
18382659,936277173608424053281,1168953326678725652683,1038500881124450176508,1296580856575409494582
18382660,959370788874317869705,1146035657759916809393,1064115881124450176506,1271161012926144999609
18382666,968455780155711014297,1137019952092961593371,1074192781124450176504,1261160963215430307413
18382675,969364739082553651256,1136117927365965590072,1075200981124450176502,1260160454498368316755
18382676,969419734613735362081,1136063351393138909076,1075261981124450176501,1260099919864537292513
18382677,937256464063722638680,1167994263292627494184,1039587091521724775434,1295517081659613368340
18382677,937256464063722638680,1167994263292627494184,1039587091521724775434,1295517081659613368340
18382679,937418745959012932919,1167833216996642010738,1039767091521724775432,1295338452162924708730
18382697,937581027854303227158,1167672170713016155417,1039947091521724775430,1295159822679945114193
18382707,937752325410442982189,1167502177427041936446,1040137091521724775429,1294971269351672582807
18382710,937910099475308546033,1167345604675827879864,1040312091521724775427,1294797601825987628842
18382720,938072381370598840272,1167184558429624220931,1040492091521724775425,1294618972384516024692
18382732,938234663265889134511,1167023512195780182864,1040672091521724775423,1294440342956753477562
18382746,939226385959329821532,1166039341035266442325,1041772091521724775421,1293348718973834242223
18382760,948314461498299566661,1157020488695774972796,1051852412521724775420,1283345179033630225678
18382769,939230021671614116886,1166039340187610388078,1041776124184826241574,1293348718033630225677
18382789,939277207903755745005,1165992513269460286329,1041828462258462241572,1293296778504257953011
18382792,946931503964947956656,1158396517017237991788,1050318462258462241570,1284871443546503196637
18382796,956016495246341101248,1149380758281473767263,1060395362258462241568,1274871334972872191794
18382797,948365227771114248411,1156976754481626332214,1051908721508567063276,1283296669872872191793
18382814,939284804612858553104,1165991618092545479805,1041836888384100344339,1293295785591004278361
18382842,939217545647524118899,1166058391600827656695,1041762286015557990805,1293369849499792695664
18382847,939222053477948849294,1166053918096578084050,1041767286015557990804,1293364887573735062078
18382892,939384335373239143533,1165892871949944234925,1041947286015557990802,1293186258242704402270
18382919,949301562307646013752,1156051186442843895889,1052947286015557990801,1282270047360959720366
18382929,939388301857529773206,1165892871949944234924,1041951685564694609999,1293186258242704402267
18382938,948473293138922917798,1156877081031989980059,1052028585564694609997,1283186113973198665994
18382962,948479225443761862998,1156871193926163453378,1052035165564694609996,1283179584107085879844
18382983,948537827239283358140,1156813038626332822673,1052100165564694609995,1283115079351636800524
18382994,946866081686579960412,1158472711339590405584,1050245897108263730019,1284955956843558920311
18382995,951373912111310355966,1153999228029681891899,1055245897108263730018,1279994054011803593247
18383000,946867885391754326757,1158472710589708011731,1050247897743829423709,1284955956011803593245
18383032,945922375267531523590,1159411393107121447426,1049199155849019402918,1285997124854650622527
18383056,954475041188126822545,1150924109352806892935,1058685610656274954274,1276583190706027272091
18383056,954475041188126822545,1150924109352806892935,1058685610656274954274,1276583190706027272091
18383080,945394585166851291696,1159938979562327231495,1048613741080769998348,1286582313743202633633
18383088,945410952562380435660,1159922736848510176729,1048631895485424786205,1286564297633137860942
18383093,952172698199476028991,1153212510833267299186,1056131895485424786204,1279121442220443179858
18383100,960647419397969172633,1144802391193244267442,1065531895485424786203,1269793097043698843462
18383108,953890205872862142898,1151510775831077749151,1058036922418074803370,1277233910035499324688
18383113,954809803279507143591,1150598187491371634877,1059056922418074803369,1276221684359595938877
18383170,954809193205351887964,1150598793157721743716,1059056245735394030040,1276222356153222853161
18383184,962860178343920374424,1142609188656245771552,1067986245735394030038,1267360438391582768120
18383192,954812413326932247024,1150598793102149133570,1059059817433169852704,1276222356091582768119
18383193,954911585596276315726,1150500376736336594973,1059169817433169852703,1276113194525441529913
18383194,958012071362405881788,1147423525590958202705,1062608817433169852701,1272700409598463700366
18383204,954912825665611267265,1150500376736336594973,1059171192894553835113,1276113194525441529911
18383214,956522270399014740851,1148903200039186812292,1060956358463974884597,1274341636429125931849
18383216,962472606559658862982,1142998231032441170305,1067556358463974884595,1267791956815679950753
18383221,969651494474549976863,1135874099236058478774,1075519044765911884593,1259890004961747055971
18383247,963703518013939835536,1141779068242804120760,1068921662100429433501,1266439684575193037064
18383254,956527521599460192724,1148903199990562743493,1060962182995901200273,1274341636375193037063
18383259,965612512880853337316,1139887482111133228631,1071039082995901200271,1264341573118633505806
18383272,956532344541589296104,1148902019267202238318,1060967532511826471384,1274340326739238202101
18383306,958204747615818451416,1147242365423536613139,1062822530278661476540,1272499470177109552594
18383316,949739556399242975386,1155646401152377097705,1053433100753834394763,1281821067194973321685
18383316,949739556399242975386,1155646401152377097705,1053433100753834394763,1281821067194973321685
18383327,948067828912597926295,1157306054996042722883,1051578852335932747747,1283661923757101971189
18383335,949738162274515648761,1155648448449168671299,1053431554417131400876,1281823338017740236255
18383344,948068496978852094244,1157306054996042722882,1051579593342349607253,1283661923757101971186
18383352,949737324858996922516,1155649942459883505344,1053430625571722607209,1281824995146085878714
18383377,948896656803289659084,1156484538833229250845,1052498172510605582015,1282750713612298658960
18383382,957981648084682803676,1147468788402206936349,1062575072510605582013,1272750614250129851617
18383386,958009596633316132128,1147441052921943844820,1062606072510605582012,1272719850581524515455
18383394,948929140493528161443,1156455908228121082383,1052534202803648875832,1282718957088194404524
18383397,947272627270257261825,1158100458315917058555,1050696829758088968366,1284543060850809136719
18383404,948925016821078097311,1156460658234931830711,1052529628904387447023,1282724225705648035131
18383407,948984520182684538532,1156401608250239834407,1052595628904387447022,1282658728582721624287
18383412,947332791474838405118,1158041408331225062250,1050763562752581259625,1284477563727882725872
18383414,947241979064955827279,1158131564939719670166,1050662835350121339950,1284577563727882725877
18383419,948883761187233127453,1156502291441891913256,1052483868937887113020,1282770404469085628885
18383420,948896265721920033730,1156489882183244540967,1052497738730568649114,1282756640354779893368
18383428,949064652637954249958,1156545622309916279482,1052673506062891160252,1282805056299048579468
18383443,958551505832528927191,1147131073919546012831,1063196033675819234684,1272362726965063344566
18383447,958464240641100423085,1147217708470277193418,1063099241792607737747,1272458819360887894490
18383451,956823090653555845680,1148846998999898693886,1061278928385547726641,1274265978619684991480
18383468,956777683771871799305,1148892077775377120963,1061228564460172495098,1274315978619684991482
18383479,953989340117451483711,1151660274954145679769,1058135818899953465878,1277386378324855897113
18383523,953951382441959440992,1151809124417730103418,1058088201535434446028,1277544817690338547672
18383537,956739807079770682031,1149041953924458947212,1061181020796921600663,1274475572753482093805
18383551,957659418893491688439,1148129352446626356601,1062201020796921600661,1273463348363255146871
18383570,966744552506908560479,1139113497463658046592,1072277920796921600660,1263463289702180107128
18383578,966767790604069552249,1139090436618127066265,1072303695649691600659,1263437711450475811273
18383582,957687192227256096875,1148105396462226628130,1062231825969296529555,1273436777256051932742
18383590,957684046240680362736,1148108519714945836920,1062228336555329276686,1273440241454451801770
18383597,954925796147241332960,1150846839641512020375,1059168985801749952154,1276477486391308255634
18383611,954931205628498515350,1150841471391754814357,1059174985801749952152,1276471532123789448681
18383631,957688670409292748256,1148105026015859272685,1062233465515086272777,1273436366370405331869
18383673,957689571989502278654,1148104131308734259900,1062234465515086272775,1273435373993780872901
18383728,966774705602919150694,1139088276445115243080,1072311365515086272773,1263435315465083731350
18383733,969794999304845985468,1136091022592126023793,1075661365515086272772,1260110870428129799249
18383734,970450448117174585133,1135440574336166606863,1076388365515086272770,1259389416863506622072
18383745,967431361475369937742,1138437828189155826149,1073039704342302562375,1262713861900460554170
18383746,974986603631234676669,1130940230407447377715,1081419704342302562372,1254397798945159345227
18383746,974986603631234676669,1130940230407447377715,1081419704342302562372,1254397798945159345227
18383756,965905970332064555049,1139955189900473203134,1071347795927298748652,1264396864361337238191
18383759,970949289476899116188,1134950343277366874775,1076941662220638804858,1258845670390793921021
18383765,966110680233581949982,1139753962633744837663,1071574852709771847912,1264173670390793921019
18383792,961079555486934956480,1144748716994543245020,1065994511999689568926,1269713670390793921017
18383815,958323189166936315789,1147485162370438786692,1062937250659143578695,1272748836144178037827
18383829,956170891359536392766,1149621907467025831091,1060550000157581460796,1275118836144178037932
18383836,958343699664504653006,1147465662850402282502,1062960000157581460795,1272727207985273950070
18383848,956173238995081279698,1149620439551179934885,1060552604069601789782,1275117207985273950193
18383851,958355063102144843922,1147455247868073758108,1062972604069601789780,1272715656065413210009
18383854,956175521000700887873,1149619040370946714283,1060555135187294354030,1275115656065413209918
18383857,958366360909859756082,1147444901621343419177,1062985135187294354029,1272704180384579745474
18383860,956177737376409627874,1149617709926311679545,1060557593510675137235,1275114180384579745615
18383862,958377593087663800067,1147434624110195922166,1062997593510675137234,1272692780942756537966
18383864,956164379918128693610,1149631844365417434158,1053111445656409422721,1266194891819724625462
18383866,958388838440976918626,1147424343287836500917,1055561445656409422720,1263763568608020803335
18383870,956157334251720062269,1149639722388142488232,1053103685618393948980,1266203568608020803281
18383872,958390872197110524938,1147423211099031227969,1055563685618393948979,1263762321624746254777
18383874,956159368006134311585,1149638590199337215284,1053105925578484789834,1266202321624746254723
18383875,961289915846738594249,1144547156926337118401,1058756668031252983736,1260594659629377442817
18383876,963532533214671294571,1142321640833960780747,1061226668031252983735,1258143494831150250719
18383881,961275416125412025498,1144562442317385033513,1058740698159535794937,1260611494831150250689
18383884,970354838667649678626,1135552270206523027117,1068740698159535794936,1250687766676692731343
18383886,972597456035582378948,1133326763652421101508,1071210698159535794935,1248236612383841148402
18383889,965255765169136733917,1140615362517147530860,1063124621283730143190,1256264214173293862346
18383889,965255765169136733917,1140615362517147530860,1063124621283730143190,1256264214173293862346
18383890,956179995915573621913,1149625534623962367093,1053128644985300971018,1266187942323293862344
18383893,965236719901455680907,1140637866230009628480,1063103644985300971015,1256288999574300820554
18383893,965236719901455680907,1140637866230009628480,1063103644985300971015,1256288999574300820554
18383898,962985088317289847272,1142873220059908538850,1060623716802984090177,1258750999574300820740
18383908,980850577259425454955,1125144045627513350040,1080300616802984090174,1239224235234477754988
18383908,980850577259425454955,1125144045627513350040,1080300616802984090174,1239224235234477754988
18383913,969961172498230463283,1135954669721295111907,1068307117535230810175,1251130966134477754879
18383913,969961172498230463283,1135954669721295111907,1068307117535230810175,1251130966134477754879
18383915,972158392753451975340,1133774213472302469676,1070727117535230810174,1248729429870635955840
18383918,972216501057722296320,1133716548544400251105,1070791117535230810173,1248665918201657053065
18383919,970021564541834584678,1135895609954537287774,1068373632826619856573,1251065918201657052974
18383921,972227864219598334388,1133706143622555732405,1070803632826619856572,1248654458307818965015
18383923,963083187866399031401,1142784695026777250801,1060731762825352608747,1258653498843698772148
18383926,960879115306664314658,1144972835859456525333,1058304215754510462531,1261063498843698772288
18383928,963094494406970302021,1142774349877145815457,1060744215754510462530,1258642104782475925095
18383933,960881276311315801803,1144971570132367327449,1058306595866947607192,1261062104782475925022
18383935,960972070536738178334,1144881468202670784794,1058406595866947607191,1260962867271194357612
18383936,963178370214501928044,1142691992499925208780,1060836595866947607190,1258551397056475203647
18383940,960965152031497517126,1144889212755146720772,1058398975883178291261,1260971397056475203574
18383943,963162372286719029183,1142708747228250474057,1060818975883178291260,1258569850574028023716
18383944,968319484290710016159,1137590969269262092099,1066498975883178291257,1252933172761997161910
18383944,968319484290710016159,1137590969269262092099,1066498975883178291257,1252933172761997161910
18383946,966133697369786737663,1139760951256856891309,1064091568461885852738,1255323172761997162032
18383948,968330917625008249720,1137580491058099272551,1066511568461885852737,1252921632147917274445
18383950,966126839598177793462,1139768631890778547083,1064084015369630214548,1255331632147917274585
18383953,968314980430857067865,1137597181846016132311,1066494015369630214547,1252940015242039410388
18383956,966129193515418691303,1139767163833610931521,1064086607954378801114,1255330015242039410510
18383959,963264610528140095688,1142611905911146124993,1060931580226621337533,1258463190357859163471
18383959,963264610528140095688,1142611905911146124993,1060931580226621337533,1258463190357859163471
18383962,961078828833479639328,1144781887898740924203,1058524178561491031378,1260853190357859163593
18383963,961179610423698477277,1144681874766217935677,1058635178561491031375,1260743036730733952206
18383963,961179610423698477277,1144681874766217935677,1058635178561491031375,1260743036730733952206
18383965,963358671833835514027,1142519429822993997807,1061035178561491031373,1258361337968324557498
18383970,961171975489798769079,1144690319752843020682,1058626769509192616651,1260752337968324557510
18383977,963269322097055666951,1142608966446881500030,1060936769509192616649,1258459952856519237365
18383982,961184141180073954287,1144679074786511684766,1058640168698643917298,1260739952856519237168
18383984,963290567209873089812,1142588711309213626941,1060960168698643917296,1258437644017412294395
18383987,961187095220560836191,1144676978493928286998,1058643422254113045040,1260737644017412294215
18383989,963302600672902209369,1142577604836285852021,1060973422254113045038,1258425411441082569250
18383994,961189983146132291785,1144674951443542749941,1058646602991167654963,1260735411441082569301
