block_number,reserveA,reserveB,total_reserveA,total_reserveB
18337669,120386724151329755862,2041855571998244738672,129095786166885345075,2189568261488716451040
18337678,119445236550774554321,2042789693552649378101,128086189113581808159,2190569959618567655842
18337860,119040498726368285658,2043191264898051364841,127652171592118874402,2191000581590402336041
18337880,118098424391749076456,2044125969173523790560,126641945359013345806,2192002904596749617899
18337902,118380504458376763383,2043846207778378709296,126944431768706938330,2191702904596749617898
18338002,118404797048554561191,2043822114872689528672,126970481742648339283,2191677068752947774221
18338023,109579473724971985372,2052578414100438775191,117506713535095051617,2201066819497372311606
18338049,116107239611690548193,2046104289800078648097,124506713535095051616,2194124341643696987075
18338054,109582084564555491509,2052578414100438775190,117509513249025008446,2201066819497372311603
18338055,118907464402724866968,2043329671045497514917,127509513249025008445,2191149000367811964834
18338074,119972558526817396778,2042273332476125041103,128651658815828659179,2190016243753385587730
18338078,121462517291638548253,2040795622711436535315,130249404742190452034,2188431632948965433911
18338080,122201818516895896255,2040062399680953817987,131042188776821771666,2187645366820178284008
18338085,112823958988127332691,2049366898620570493812,120985912580559625453,2197622975347750284041
18338085,112823958988127332691,2049366898620570493812,120985912580559625453,2197622975347750284041
18338095,112769138555311973864,2049421290324915559017,120927126307220951039,2197681301877381212835
18338142,113729652678643419536,2048468669355431515540,121957126307220951038,2196659766040755121758
18338164,104904328873356792293,2057224987846986803034,112493357583115994932,2206049537442575256185
18338166,104916676934456681065,2057212741210878546166,112506598932330905587,2206036404855677154078
18338217,121312180248761041264,2040951969128332484898,130088191959991309996,2188599289837595335830
18338235,139951920232382939585,2022465551143177043515,150076375076488347155,2168775520397674667390
18338288,147691985498063521216,2014789198585257192909,158376375076488347154,2160543842234282277560
18338306,138866616955382660244,2023545425012694137154,148912558378579631746,2169933514911846734567
18338312,105247136815906787717,2056901839048340040235,112860965067742905901,2205703011291089078510
18338319,151874036006753665013,2010658427429610355172,162860965067742905900,2156114241266459682825
18338336,186882658630696819255,1975938386989152883830,200402194735032837838,2118882470504322866028
18338384,178049623734535002356,1984702062138875219644,190930157081394708543,2128280130762462758121
18338388,143056077585624706004,2019421177132095670713,153405094557207247255,2165510909128307863174
18338400,142967055067981213916,2019509502216131047780,153309631938859931003,2165605623859040714242
18338403,142772434162719086274,2019702598405566747923,153100931694323475937,2165812689086180680275
18338410,133947179383688829780,2028458731734309832687,143637236989998484418,2175202261930070289613
18338446,134078272775839863409,2028328716858246443760,143777813989998484417,2175062841468577418584
18338454,125246055170622024583,2037091793450918713472,134306652752075490767,2184459859868626323144
18338458,160250601438295977943,2002375371549655089651,171843511169786380256,2147231969419416853938
18338500,151423445014049952686,2011133321400414251760,162342027669299766795,2156148681461731401298
18338529,116426268444518426833,2045856462605984174695,124821334579328841199,2193375579514649158760
18338532,107591847697998650977,2054621796095313221757,115349896539197895177,2202772948671870904961
18338560,142673326510770179737,2019828793645759063908,152960970594305248244,2165471151939935191965
18338575,107607035238210164398,2054620648622424185107,115366179196569858573,2202771718458970356601
18338587,98780185663630982438,2063378505575421734091,105902858257489908157,2212161071974572761976
18338612,89945910195029579892,2072143765895106626093,96431575970728871991,2221558362686158861257
18338627,88995585294502555238,2073086668781689808546,95412726668483318137,2222569254800579759812
18338682,92726558652122761694,2069386317179282529011,99412726668483318135,2218602084576917223603
18338684,83899865071212093942,2078144079153441480751,89949572971196392698,2227991336265109467222
18338731,71336385435402636892,2090609506117013152261,76480187444602285653,2241355598905165109960
18338731,71336385435402636892,2090609506117013152261,76480187444602285653,2241355598905165109960
18338790,62509507159657273676,2099367537300684860386,67016835734821576802,2250745139214568980884
18338818,53676970675975921119,2108131218065212937435,57547417824729431348,2260140736475137973499
18338820,53677530321979564149,2108130663003002597149,57548017824729431346,2260140141389451599869
18338885,44842820667423661011,2116896535524732868801,48076270044476072269,2269538088446700558713
18338936,36010512398215090648,2125660060891903219924,38607096804555388731,2278933519104785072537
18338966,36070733887191095302,2125600332165053818552,38671660641606658166,2278869483561108610354
18338991,36159150651499220586,2125512638873606076036,38766452810655564729,2278775467031863086608
18339016,36159159978932614636,2125512629622494876845,38766462810655564728,2278775457113688591690
18339035,36448310414148180636,2125225845194341102801,39076462810655564726,2278467993724738852428
18339084,36146356240954632428,2125525448422580928737,38752735842649393762,2278789200229875546544
18339088,36333767396195718830,2125339570775481997063,38953660520772130306,2278589919635475919587
18339244,36576705049230108292,2125098621004794800938,39214115506373364118,2278331595871040479680
18339270,41287991656565023995,2120425890682874920710,44265115506373364117,2273321932307106191519
18339325,54626221410057262077,2107196873273251470662,58565115506373364115,2259139019547781047368
18339330,41293326390818647548,2120425890682874920709,44270834908515679387,2273321932307106191516
18339332,37534003972977524961,2124155938557466781453,40240441702771644249,2277320940090931336779
18339346,32931229529291086746,2128722879101350772153,35305778275829021152,2282217185768544005835
18339373,32780022175620232871,2128872909426673411456,35143667921047714250,2282378034223831111751
18339383,45838428927290955469,2115921372458966391612,49143667921047714248,2268492609991299866254
18339398,32785244992805343898,2128872909426673411455,35149267336197054676,2282378034223831111748
18339478,32810845439052408453,2128847518418210223456,35176713735614276722,2282350812363979093291
18339507,32798333744826230618,2128848166132508884025,35163312744397093421,2282352342452823393904
18339544,32984882344403511927,2128663143698866462153,35363312744397093420,2282153978665518978567
18339559,33246050383811705760,2128404112318372496247,35643312744397093419,2281876269391816650692
18339567,33257588789643742906,2128392668310862544361,35655683146381544813,2281864000194904013470
18339584,32297282270567607386,2129345499645656782343,34626132111152990058,2282885537035119755167
18339615,33230025268454013933,2128420387423097479995,35626132111152990056,2281893718040331689770
18339639,36960997259999640123,2124719942491658986014,39626132111152990055,2277926446305433981029
18339649,33231517506117086235,2128420387423097479994,35627731949121705670,2281893718040331689767
18339692,34164257710496133363,2127495278367740604840,36627838652286136706,2280908733621145271958
18339748,35115652718962761433,2126551667539156656162,37647838652286136704,2279897079117400428614
18339823,34166563106706801071,2127493368476125938247,36630310290369114460,2280906686007452091372
18339922,33980346012444237396,2127678135915951588071,36430665101506976874,2281104777007452091371
18339930,34166894053320046821,2127493114136783583957,36630665101506976873,2280906413327727168811
18339933,33980421263174974909,2127678135281944824882,36430745778559798467,2281104776327727168810
18339983,33955669326201148468,2127702694532343871744,36404208982078183801,2281131106543025861423
18340021,33514012749291945459,2128140912989137964410,35930704597003213309,2281600924885514730244
18340041,34586663984327849656,2127077037747512524591,37080704597003213308,2280460333714864277599
18340064,36016979102612963536,2125658425696734217298,38614159584329847477,2278939425701981183864
18340101,36305821576987053553,2125371946690776491767,38923830458403921549,2278632288725776278963
18340144,34877143825157006330,2126789501549117892838,37392130907850977969,2280152063312189769592
18340186,36742624233915100586,2124939285231282419123,39392130907850977968,2278168428095063884361
18340214,36076989934635104185,2125599737022687509021,38678497790982032735,2278876504993973556944
18340334,36077091789865422376,2125599636000888946885,38678606990982032733,2278876396687503987114
18340683,37019159396288259975,2124665277076916331099,39688606990982032732,2277874661242214967661
18340707,37054951446520199186,2124629777911241122845,39726980002099064019,2277836602235528490472
18340757,37936147973658774847,2123755792355036907187,40671719515847390515,2276899593675051509837
18340799,37976391009165511606,2123715878643111102796,40714864472307724229,2276856801789660039941
18340857,37994647467147524967,2123697771584691580784,40734437401507411967,2276837389033209194746
18340875,39123263114446171992,2122578392124391609920,41944437401507411966,2275637291240657007039
18340890,38242418550777276458,2123452377680595825577,41000075231276634858,2276574299801133987671
18340914,37114254760384834086,2124571757140895796440,39790559671535651533,2277774397593686175375
18341025,38149596387245576398,2123544887943008751493,40900559671535651532,2276673480968600134093
18341048,37116425670138912549,2124570014005037646388,39792887125358148335,2277772528760489143292
18341166,38050098614722338724,2123643981491492623848,40793887125358148334,2276779720142186354571
18341186,38516468716911862288,2123181427937002717550,41293887125358148333,2276283811900729300679
18341200,29681914279920106607,2131947207429755384490,31822273919971358876,2285681690808059457886
18341262,20849686381694341695,2140710714014637608068,22353155019810256153,2295077132908377574152
18341300,12015302018268328211,2149476395813637164110,12881724151975706572,2304474907077268611608
18341366,3183892417504758673,2158239161498254066818,3413482556618614242,2313869554851083117891
18341426,2254199400602542825,2159161630354035206827,2416749476456019431,2314858542836644708364
18341644,909416889356785121,2160495422463979256964,978260016030364665,2324045562984873213026
18341654,1839043854023157940,2159572465053216405986,1978260016030364664,2323052737425973805917
18341727,80122914012497294,2161319465781456537534,86188242228163026,2324931986624459674019
18341758,4583812116862189161,2156848089997692188564,4930808045684475970,2320122126375441349680
18341791,81924206754559010,2161319465781456537533,88125893361925231,2324931986624459674016
18341895,4627131170686862847,2156806870168212543164,4977406364656667306,2320077786192716079343
18341910,6495681369666272213,2154951729340231511762,6987406364656667304,2318082210657052901111
18341922,1952288404643441232,2159464324953475506130,2100077212523718119,2322936411088796495781
18341954,113041227771846446195,2049175228994936334169,121598482045338481472,2204298398046522019830
18342048,117030209505393502203,2045215072713545153442,125889430872300093076,2200038456766943911931
18342079,113042823202866414651,2049175228994936334168,121600198250957087885,2204298398046522019827
18342113,113972450167532787470,2048252319116493017921,122600198250957087884,2203305623618152751535
18342143,115854944770982192429,2046383427819440885187,124625198250957087882,2201295256698855347353
18342154,114273356567333476446,2047954215273868412294,122923883353947489116,2202984953226743020872
18342231,105677839317492870136,2056491053234529689797,113677682913832899609,2212168032338185321059
18342381,86960400542515123235,2075080829677376710138,93543328504594012269,2232165060339108866143
18342758,86919530947282525179,2075104382810445506365,93499416935719127902,2232191634711046280987
18342984,96168146839563563335,2065922500830775445829,103461217570109127977,2222595156148969586867
18343018,96002889811521899819,2066086630740465774521,103283428001576294552,2222771733122263694734
18343084,97397153513875825169,2064702430705401447048,104783428001576294551,2221282559984433965099
18343091,97299966053372718084,2064798955252957648565,104678870169002342223,2221386404630959482280
18343384,97302010973469503841,2064796925093466691901,104681070169002342222,2221384220510960307273
18343419,98044831293936228042,2064059466711528784466,105480223499049548513,2220590835750932994897
18343530,98048440510402876263,2064055883548271260096,105484106426426078655,2220586980852553863020
18343568,98094915967148007108,2064009743576172148155,105534106426426078654,2220537341779233786452
18343676,98634031265391524910,2063474519971785075006,106114106426426078652,2219961528606140928552
18343701,98621993012289052998,2063486476105274461669,106101155232456658287,2219974391452820363591
18343730,101875274984448212148,2060256681287133546788,109601155232456658285,2216499659794073088318
18343741,102107652268173866373,2060025981841959282724,109851155232456658284,2216251464874290579612
18343767,102112299813848379457,2060021367853306984071,109856155232456658283,2216246500976165165220
18343903,102484103467809426217,2059652248793026787636,110256155232456658282,2215849389160455179309
18343966,103527202001963954528,2058616682247313636425,111378358871976362388,2214735288710198016675
18344023,102359676526929284179,2059776241084155874089,110122292168385557959,2215982784612391299242
18344136,102368943733004263269,2059767040791857784855,110132262168385557957,2215972886600685310861
18344149,102647724501168174173,2059490272975990331003,110432184737939560558,2215675129638999882832
18344238,101796697293585186872,2058180031693811559316,109524324734610020949,2214421333369997862596
18344323,101849821882321520796,2058127290680039235711,109606781576283514810,2214875826355380861813
18344343,102081432260247822603,2057897352611375197976,109856031576283514809,2214628376028985090172
18344445,129947455211946078207,2030007499155277381339,139845384341780393643,2184630537574147400406
18344487,130040377445900082796,2029915249042163943919,139945384341780393641,2184531260889560695206
18344493,129937483904776642921,2030017439210658720044,139834653533076019437,2184641234750655510311
18344496,102074954350391574118,2057689680482161287773,109849871238478267311,2214421234750655511446
18344507,103013468913327020469,2056757942580163007575,110859871238478267310,2213418527581067359400
18344546,103949853653310589422,2055828319523154748948,111867579189674391549,2212418096341469298202
18344558,103011713113857029330,2056760058359518235072,110857981702039808200,2213420804516592042095
18344611,132814271822087972350,2022833434244117288903,142950936527570281645,2177220338578006953396
18344617,128940221734531369432,2026680999575646125423,138781210785198434756,2181361558192039332353
18344670,129871169817827526413,2025756785043750724198,139783210785198434754,2180366805662252352683
18344816,130809550620351596823,2024825191954663241989,140793210785198434752,2179364111428261752934
18344825,129871544195473057210,2025756785974368710581,139783613736133672375,2180366806663897062077
18344932,129883286169761797063,2025745128932363054492,139796251882608672374,2180354259931915713123
18344954,130821666972285867473,2024813535848466087817,140806251882608672372,2179351565703511779976
18344965,129883660542858665362,2025745129867498604015,139796654828648084003,2180354260938422775582
18345018,129672220094059426428,2025955124920261471339,139569076799864024955,2180580283255503431700
18345018,129672220094059426428,2025955124920261471339,139569076799864024955,2180580283255503431700
18345049,129838954568139594423,2025789596464017604470,139748536799864024953,2180402121319158813111
18345182,129866743647152955755,2025762008389213314221,139778446799864024952,2180372427664432092065
18345247,130038943306772418146,2025591054293550454826,139963789099864024950,2180188425992450893372
18345414,130981969558813934449,2024654849430830051214,140978789099864024948,2179180768004559188920
18345463,129850809955932015964,2025778276154392876344,139761297015799962762,2180389937019682287823
18345523,129860100854966907750,2025769052458381011912,139771297015799962760,2180380009351781447413
18345716,143105790728310837437,2012619211583290131729,154496506182974637387,2172816591724663637796
18345723,129865398577867297775,2025769052458381011911,140202225585904947130,2187013113484713529106
18345760,129893186738440746578,2025741465295705077125,140232225585904947128,2186983330481333707774
18345785,142675740602227196206,2013051407904514827988,154032225585904947127,2173283189346426685071
18345792,129898299227056906196,2025741465295705077124,140237745010556297957,2186983330481333707771
18345800,129926087387630354999,2025713878133443402300,140267745010556297955,2186953547478401120030
18345820,129953875548203803802,2025686290971534898947,140297745010556297953,2186923764475849814962
18345826,129981663708777252605,2025658703809979567057,140327745010556297951,2186893981473679792558
18345896,130398486117378984658,2025244896429023186930,140777745010556297950,2186447236486875843478
18345902,130426274277952433461,2025217309273118597275,140807745010556297948,2186417453490806342431
18345908,131362735289277658140,2024287622325594805138,141818745010556297947,2185413766746158593128
18345937,130426841263812343686,2025217118149648883702,140837443922956106308,2186868895584835466365
18345941,140611877006182838326,2015105779285502955871,151835443922956106307,2175950474909563996321
18346008,140482032415906266936,2015234735625086685479,151695235204991473210,2176089724477127297563
18346012,130301070875729174003,2025346074489232613309,140701634607885723948,2187008145152398767604
18346013,132171753927155651469,2023488923661621693444,142721634607885723946,2185002757511283711877
18346036,131798771575023263324,2023859355949032877121,142318880998324283216,2185402757511283711897
18346147,131808032382208542915,2023850162135456840295,142328880998324283215,2185392829852288013610
18346184,131892976210034801439,2023765832801641670739,142420604998324283213,2185301769394891584635
18346243,131855656078763870097,2023802897778632674991,142296762909919534592,2184059521493634167747
18346255,131818335948134612665,2023839962755623679243,142256487551714601556,2184099521493634167746
18346333,131657594503218775357,2023885292625813637399,142265272137118099218,2186950118723937149832
18346340,131666848876582383347,2023876105198948337063,142275272137118099217,2186940191064327662835
18346343,131565590834603051325,2023976670960710346855,142165855715280700297,2187048859428797888130
18346480,131658134568239131229,2023884796689925280057,142265855715280700296,2186949582830399173972
18346486,134341902843685448469,2021220444540863005802,145165855715280700294,2184070563317808937657
18346492,131659207967244171575,2023884796689925280056,142267015598249396362,2186949582830399173969
18346513,132677189037241050528,2022874179970256976960,143367015598249396361,2185857540527845805543
18346536,141820509920485745127,2013797025587074383850,153247015598249396359,2176049038075505051098
18346540,144411734462295982462,2011224559639538540036,156047015598249396357,2173269308053317011920
18346554,145429715532292861415,2010213948857601822402,157147015598249396356,2172177272166899401332
18346561,142839526160951752210,2012786414805137666215,154348134172601711605,2174957002189087440507
18346565,133699857938631171703,2021863569188320259324,144472081129116863521,2184765504641428194949
18346582,134717636733141929791,2020853154230607458712,145600793812657625020,2184107668230821427978
18346765,134763760617602258237,2020807364073066272227,145650643812657625019,2184058178917851886909
18346791,134773013152097810583,2020798178484910406941,145660643812657625018,2184048251272448045659
18346822,134141473268654504220,2021425399840362113066,144978085013501691167,2184726142671559509384
18346856,135085231787200843538,2020488469781496461022,145998085013501691165,2183713522767990351857
18346868,148593932150707269078,2007077554756817744544,160598085013501691164,2169219207690186225923
18346874,148612437219698373770,2007059183697602921541,160618085013501691162,2169199352525935118409
18346883,148626770770281034358,2007044953947654553563,160633576499201691160,2169183973226398101650
18346942,148668113165597064104,2007003910946014688083,160678258737712558487,2169139614568065517561
18346950,148368689242740920122,2007301285453985136846,160357614272584659988,2169501172414260471958
18346968,134856680720829996440,2020589806384473014829,145754431336356475680,2183873402633121627639
18347028,134875185363122431746,2020571435632664588758,145774431336356475679,2183853547343278023333
18347076,144099419444562003790,2011261674876505598264,155744897717315948113,2173802955236125760647
18347108,134869344870535528117,2020428612041656122396,145768889305928822846,2183710723752269556969
18347116,134869807484147776618,2020428152775291022985,145769389305928822844,2183710227370026428433
18347163,135822791525379690705,2019482064270969623467,146799389305928822842,2182687680173757169603
18347185,139070339083364174635,2016258018215948696761,150309389305928822839,2179203080964331975396
18347185,139070339083364174635,2016258018215948696761,150309389305928822839,2179203080964331975396
18347190,136295767570495804248,2019013612835240229937,147310589184826944382,2182181370563181167305
18347232,136064405271177290762,2019243392873595184756,147060529206917958118,2182429720408787876300
18347264,139765314169165306637,2015569267107642932850,151060529206917958117,2178458668035194270156
18347271,139782893486430749712,2015551815025208667201,151079529206917958115,2178439805552582224878
18347289,139786594395328737727,2015548140902608942543,151083529206917958113,2178435834503630739387
18347376,140453196356224435542,2014890211649500862090,151803982718462586872,2177724443472839112094
18347398,139787110642560439772,2015551740876320809881,151084066997145626156,2178439434472839112135
18347407,139795651133636738319,2015543262199312268151,151093297691735626154,2178430270587847732550
18347414,145347015222023426416,2010032084638043361705,157093297691735626152,2172473704806693350158
18347419,144395579004430643097,2010977010305394929627,156064970740977886890,2173494995054250697318
18347423,138846437668361602365,2016488187866663836072,150067373125994172137,2179451560835405079707
18347439,138868583017167501897,2016466202791227336993,150091308160828828759,2179427799026502120562
18347549,138877835290648146377,2016457017479641485045,150101308160828828757,2179417871399951665275
18347558,138887087564128790857,2016447832168094792321,150111308160828828755,2179407943773443533882
18347580,138887117467476680299,2016447802481167936908,150111340480828828753,2179407911687354728230
18347593,141662799511670024347,2013692210784907160231,153111340480828828751,2176429625645523599768
18347712,153690752815675492369,2001751356359839238783,166111368751192908564,2163524165330105101344
18347736,155911298041030348004,1999546898164995955646,168511368751192908563,2161141552444218755155
18347773,156577382964326740043,1998885639220914008228,169231283751192908562,2160426853438012719051
18347777,155911564454079496267,1999546898159253962356,168511656694582061401,2161141552438012719023
18347799,153573232787145901578,2001869218374104248874,165984351266815419682,2163651552438012719022
18347829,150331868948709191450,2005088391491807537220,162481034548280703673,2167130885078604730038
18347836,151260797034649306057,2004166191445241409997,163485034548280703672,2166134156848759732980
18347847,150335896940542582283,2005084760063727913791,162485388064835897060,2167126960174355277763
18347861,149407340784300728719,2006006960110294041013,161481790052269268905,2168123688404200274818
18347866,149411966920186884668,2006002367477645689969,161486790052269268904,2168118724615023550854
18347908,147902769040142783691,2007501235504760154973,159855625385705445880,2169738724615023483249
18347910,148781995542168767481,2006628376076533546736,160805907136677281304,2168795324496969553984
18347924,143021994360613116761,2012348959628077759718,154580407796295953016,2174978220646500611436
18347930,143115442305513466935,2012256188177517902484,154681407796295953015,2174877951812161479071
18347955,143855624047298418813,2011521364947855151433,155481407796295953014,2174083743375848828341
18347957,143115738754999960992,2012256187773829580282,154681728203536238803,2174877951375848828364
18347976,143120364890886116941,2012251595127866635427,154686728203536238802,2174872987572281483222
18347998,141595970332329282902,2013765560212791966499,153039138729220648005,2176509304708420936636
18348003,141688493050052401886,2013673707231068969836,153139138729220648003,2176410028569561858323
18348016,145660916596758845698,2009730042207411526152,157432596211300035765,2172147653748861983984
18348043,141690081858490062995,2013673707231068969835,153140855938222674654,2176410028569561858320
18348048,141651193074830334516,2013712329960979040039,153098824332778370677,2176451772619953516240
18348087,151828692024373422843,2003608525699408326446,164098824332778370676,2165531422991003912197
18348094,152263548797672082071,2003176818754825523500,164568824332778370674,2165064827375130719167
18348140,153180313810605343734,2002266694493916521712,165573463184692096230,2164261337371479446798
18348144,158217503495287986544,1997265999456038312440,171018189860486183490,2158856057964781461006
18348148,175295775209575636853,1980311546899950181776,189478189860486183488,2140529894789643014116
18348168,175196429794654795708,1980410211126673925430,189370806842454887233,2140636541507518838566
18348175,185373081412052637171,1970307404216984911785,200370806842454887232,2129716360667625334193
18348177,180337843395567511909,1975308099254863121056,194928189735798058347,2135121640074323319982
18348181,180337915206647075003,1975308027964867151597,194928267356798058345,2135121563016565508619
18348259,190597830337278171532,1965122586050120060375,206018267356798058343,2124112061534695338073
18348278,195166521377497756289,1960587073071656067760,210956591211424196551,2119209600033722692925
18348281,195169296827938864791,1960584317779576585980,210959591211424196550,2119206621823009211769
18348283,195597641346016610299,1960159084410870879024,211422591211424196549,2118746984681872722198
18348299,195606892847486971973,1960149900105777389376,211432591211424196548,2118737057314814615248
18348306,195610797487265094970,1960146023826558427803,211436811758532827500,2118732867422793974369
18348309,191043932803132850040,1964681536805022420417,206500462022478891633,2123635328923766619514
18348340,191053156550098800629,1964672380033630839266,206510432022478891632,2123625431318041845002
18348373,190314920886819328252,1965405548573054943450,205712468939789555884,2124417917318041845025
18348378,191055041004448262176,1964670802500766688585,206512468939789555883,2123623726153891782979
18348381,190315217058103321738,1965405548421191489394,205712789072997059883,2124417917153891782957
18348385,191147852190435872403,1964578959107584686457,206612789072997059882,2123524452113373891080
18348387,190315550116504871614,1965405548383706355725,205713149077697504312,2124417917113373891032
18348402,190417316632678850028,1965304520783938467641,205823149077697504310,2124308715812275315346
18348403,190320330183014205920,1965400841549124494832,205718315878486163143,2124412829469387733952
18348411,194360827770218035868,1961389685255179344334,210085712457461005529,2120077148059407543839
18348421,194365453520953216705,1961385093100010199251,210090712457461005528,2120072184373043923166
18348434,194390317346265171704,1961360409854048193684,210117587906156127426,2120045504113584330158
18348441,190351435739474669489,1965371566147993344181,205751938049503607232,2124381185523564520268
18348463,178329091030940567950,1977311426431981395750,192756918001083179994,2137287047693331088997
18348515,178330108696102307734,1977310416150380296879,192758018001083179992,2137285955674263335040
18348619,178337278579620447544,1977303298287197918080,192765767968524799512,2137278261935895372010
18348767,178343802517852451293,1977296821682734022923,192772819730071726774,2137271261337684753162
18348805,179315210172240427069,1976332462194685201085,193822819730071726773,2136228879740342671563
18348858,179410870697443966778,1976237495769402119243,193926219730071726771,2136126229996852581334
18348884,179413874905066335575,1976234513359974496315,193929466994996229184,2136123006293719444031
18348927,181282678202079393733,1974379270690787877642,195949466994996229181,2134117664052646341063
18348927,181282678202079393733,1974379270690787877642,195949466994996229181,2134117664052646341063
18348931,171771071166424740437,1983825653298695545373,185668317425787101888,2144328312170868360950
18348961,165469140098729594341,1990084392615705058731,178856524672055008254,2151093418718232760822
18349064,165472366439657269894,1990081189664170661893,178860012042119220570,2151089956629895361872
18349070,166366816577701976284,1989193224035634729197,179826828229643145976,2150130149585189548334
18349209,168013583839426354266,1987558396326000056376,181606828229643145975,2148363055114230380233
18349272,168010606355949165704,1987404546737433431183,181604599295100946775,2148208462404214590678
18349330,160554675496990152099,1994809391398581020714,173545397763832358773,2156212444275937408453
18349353,167955836348998661804,1987461881264159722605,181545397763832358772,2148270435954442979092
18349361,167965060045710477409,1987452724445291525529,181555367763832358771,2148260538243474341386
18349410,160566867075054359537,1994800226881122973539,173558575780965602312,2156202538243474341385
18349452,167967678454984771979,1987453063725396114459,181566959423505434729,2148364572855959778088
18349466,160569833155549014889,1994800220863467213781,173570157362185045699,2156306582855959778087
18349510,161502334423512120968,1993874477886546197474,174578157362185045697,2155305888323099042093
18349548,161516210930475857665,1993860701952393953302,174593157362185045695,2155290997038655221343
18349574,161480388355021241666,1993295103114614880591,174558083975500301536,2154724654442008493846
18349603,161513687077347231549,1993262045732063710941,174616091207987532488,2154960570074099164415
18349654,161515537006365342098,1993260209210825747397,174618091207987532487,2154958584569552790737
18349778,161425787128609736263,1993349344258244408821,174521060590188722963,2155054950480402387281
18349789,161435036773700289008,1993340161651698198004,174531060590188722962,2155045022957285214276
18349826,170684681864253034544,1984157574696072028316,184531060590188722961,2145117521019935279209
18349964,170703181154434140035,1984139209561395416397,184551060590188722960,2145097666058478034317
18349972,161457235461871851501,1993321796517021586084,174555060092822867738,2155025167995827969381
18350050,162393299545035789349,1992392516946352158739,175567060092822867736,2154020502885359503903
18350106,161457608889792304788,1993321797470599231930,174555463814173035746,2155025169026762277140
18350176,161466858534882857533,1993312614864186424106,174565463814173035745,2155015241503789329120
18350257,162404772547064905930,1992381498777141253173,175579463814173035744,2154008590894031145662
18350280,161467232728359584074,1993312615792280725074,174565868363183363425,2155015242507173017770
18350360,161841843354526970267,1992940720265515771638,174970868363183363422,2154613177862395680162
18350360,161841843354526970267,1992940720265515771638,174970868363183363422,2154613177862395680162
18350365,167854112663386254865,1986972035410210106998,181470868363183363420,2148160297998494886336
18350398,167860587414949641786,1986965607604668204804,181477868363183363418,2148153348752897920325
18350402,168168540363456538912,1987050082766178920571,181808331958973678177,2148215476484939560468
18350406,168177790134275700541,1987040900063224108497,181818331958973678176,2148205548992535327726
18350444,168170339269014040316,1987048299863674237130,181810674925527945935,2148218253457505257089
18350572,175662637223378764866,1979610339589184630387,189910674959270701245,2140176998878042806115
18350590,168173337723528526409,1987048298033928976607,181813916619134640371,2148218251878042806113
18350602,173516018992358743710,1981744361790620276742,187589944019688564088,2142484112121124499315
18350611,180917669391226216037,1974396409600293796731,195591944019688564086,2134540165803964041144
18350619,173518985232847382703,1981744355947404427588,187593150852639458531,2142484105803964041143
18350663,173578183636437424971,1981685586922777068813,187657150852639458530,2142420570009955169693
18350683,173637844527555514444,1981626358766766923473,187721650852639458528,2142356537844309288712
18350739,174747814594868806970,1980524439882108129052,188921650852639458527,2141165242060278628685
18350744,174808141745519801247,1980464550331399685338,188986871152639458526,2141100494854055230913
18350758,174867340149109843515,1980405781341686710522,189050871152639458525,2141036959097792657301
18350770,174929445511449404690,1980344126481469300942,189118013895495458524,2140970303397391676339
18350802,173819919294732643490,1981446045366128095362,187918493746918053018,2142161599181422336363
18350985,173829843906265736425,1981436192741226467834,187929223346022053016,2142150947407802376291
18351036,173924191361987366289,1981342529622401346449,188031223346022053014,2142049687251425184893
18351045,178434490057326471298,1976864950537014743294,192907353427176098134,2137208930675466681202
18351070,178462239309009303611,1976837402618923901224,192937353427176098133,2137179148339273573841
18351073,174895369099527176019,1980380187283579770892,189081173537803963583,2141009289099625347476
18351073,174895369099527176019,1980380187283579770892,189081173537803963583,2141009289099625347476
18351147,174913868600649064227,1980361821974858983502,189101173537803963582,2140989434176403598587
18351173,179238965214569392770,1976068103211644719016,193598999432021514482,2134384156555096853203
18351184,179248223473431288677,1976058912129079452889,193608999432021514481,2134374229113336617114
18351202,174924856704262391502,1980352630892293717374,188939258788926601490,2139011946450109156040
18351245,165676950312423037951,1989537147378826562190,178950440664710137149,2148932296079058760079
18351246,165963956337141811079,1989252222056725312498,179260440664710137147,2148624543480701510592
18351257,165960979561935518646,1989255178433494845746,179257225400100779649,2148627736712618691875
18351283,166037106568638810227,1989019504768275662128,179340440231110798287,2148385026608169356181
18351283,166037106568638810227,1989019504768275662128,179340440231110798287,2148385026608169356181
18351304,171141903676372732669,1983951722315090978954,184854247231915414434,2142911199974278197738
18351316,171152087704971644258,1983941612142344887555,184865247231915414433,2142900279747657968972
18351320,171214117697346833028,1983880032000279663060,184932247231915414431,2142833765641168729131
18351334,166111362131021976619,1988947814453464346233,179420645346236076547,2148307592275059887571
18351349,166273380767822842811,1988786970428847534488,179595645346236076546,2148133861000289702794
18351385,166282731557718207088,1988777687431222008727,179605745346236076544,2148123834224256130321
18351484,166342909908529957387,1988717945368252420926,179670745346236076542,2148059305468638171863
18351838,175582222491740580875,1979545636654898504149,189720071874113241809,2138938299872135340130
18351937,175765049216700680757,1979364136190913092638,190030212036852238402,2140010133839284704105
18352016,172039779612487540838,1983063864720029607249,186002598037721632515,2144010133839284704103
18352161,172756602015003865544,1982352241213729092307,186777598037721632514,2143240754680030066840
18352185,172830374601874448845,1982279003690476817336,186857358037721632513,2143161573169629071123
