id,block_number,curve_normalized_ETH_per_lp,mav_normalized_ETH_per_lp
1,18145020,1.0,1.0
2,18152100,1.0002583197575703,0.9995911087807431
3,18159143,1.0025259010913512,0.9983316760954638
4,18166255,1.0029567073256171,0.9912049882352578
5,18173392,1.001484439591081,0.9894418133781288
6,18180542,1.001561263042205,0.9894721619822232
7,18187682,1.001051180361306,0.9895174386133618
8,18194809,1.0021401338386862,0.9895300635400835
9,18201951,1.0005745489199336,0.9895537343977101
10,18209091,1.0011388546471955,0.9895522741394077
11,18216239,1.00161247129339,0.9895427271630293
12,18223385,1.0025798641730654,0.9894797286471794
13,18230531,1.0027537164275302,0.9894871783900424
14,18237666,0.9984549006891769,0.989608180841828
15,18244805,1.0025592878151501,0.9896501501120369
16,18251965,0.9993967272675367,0.9895733978132758
17,18259124,1.0033777438943543,0.9895836637660563
18,18266293,1.0019142803351455,0.9895759058722412
19,18273437,1.0032698603158703,0.989608689807014
20,18280593,1.0023175599790386,0.989607147183792
21,18287744,1.001277754867202,0.9896158838938814
22,18294894,1.00372098078788,0.9897460960848392
23,18302049,1.000910915428897,0.9896263513540055
24,18309198,1.0009568815259868,0.9896283507474406
25,18316340,1.0020853191296246,0.9896291064960773
26,18323490,1.0043966262960182,0.9886766983790375
27,18330625,1.0005087259946261,0.9858424887428415
28,18337769,0.9991044429501273,0.9868024087097313
29,18344907,1.0024400329976073,0.9859064002823549
30,18352059,0.9994707092870908,0.985969989910414
31,18359213,1.0007369452514825,0.9860700799491967
32,18366379,1.0029551976556694,0.9862388180101478
33,18373529,1.00164306167233,0.986503150828721
34,18380672,0.998672755882177,0.9867853284683853
35,18387819,1.001162773083496,0.9868677050666872
36,18394975,0.9985871949536046,0.9870156407883006
37,18402122,0.9991654387592372,0.9873379081251769
38,18409266,1.0009163687160687,0.9875356449467885
39,18416407,1.0031084223138687,0.9876278974861046
40,18423550,0.9989090776811235,0.9876474829563145
41,18430677,1.0008346824006549,0.9876842283812927
42,18437826,0.9980524098987277,0.9875982333917203
43,18444983,1.0022119412090333,0.9878225577123314
44,18452128,1.0000567342742486,0.9878593287303179
45,18459269,1.0029102243743553,0.9878455415921056
46,18466408,1.0024719155457202,0.9878415379402976
47,18473543,1.0001704672620437,0.9878373332621292
48,18480694,0.9982993970995623,0.9881644238030104
49,18487825,1.0034766806096884,0.9882520701114106
50,18494964,1.0064672515925805,0.9882558786801523
51,18502099,1.0044011703520566,0.9882578932732218
52,18509233,1.0028482879894212,0.9812162726427043
53,18516373,1.0050282180401577,0.9788492582586897
54,18523523,0.9985353772383052,0.9788529455977011
55,18530676,1.0049468586732018,0.9788571427311866
56,18537827,1.0023813049768555,0.9789540209049943
57,18544980,0.9982141215303418,0.9789540209049941
58,18552123,1.0019519433850552,0.9789540209049941
59,18559267,1.002304844154148,0.9789540209049941
60,18566419,1.0002461968649061,0.9789540209049941
61,18573579,0.9996763470301165,0.9789540209049941
62,18580727,1.0045431078214628,0.9789540209049941
63,18587882,1.0045728644348006,0.9789542029075655
64,18595031,1.002499568890136,0.978955026323193
65,18602145,1.0053538348785502,0.9789581604468615
66,18609284,1.0034521448020186,0.9789951248126393
67,18616431,1.0046954044235106,0.979056405824267
68,18623574,1.0016323517302297,0.9790442345409911
69,18630716,1.0021368229132925,0.9791259221405242
70,18637861,1.0014652663163652,0.9789652515709095
71,18644995,1.0020835247176798,0.9789298791406629
72,18652140,1.001413653390628,0.9790144837184462
73,18659275,1.0038672897487155,0.9789357667440782
74,18666411,1.0034381700532569,0.9786383296838109
75,18673556,1.004738600407509,0.9789954797617015
76,18680706,1.0047733150341023,0.9790863074857198
77,18687851,1.0007828636692848,0.9791084838984168
78,18695002,1.0043315921219906,0.9791075498807333
79,18702159,1.0057935825642965,0.9790880119282442
80,18709289,1.0060932799142366,0.9790680863558622
81,18716439,1.001492202707753,0.9792072899153812
82,18723579,1.0024263286303132,0.9791962345580182
83,18730702,1.0009799180744026,0.9791757518747067
84,18737829,1.0027669821283796,0.9790990575457585
85,18744963,1.003855124418628,0.9747501775223343
86,18752098,1.0007135169834316,0.9748055047214692
87,18759247,1.0013664296471039,0.9757800207239623
88,18766393,1.0071317947999057,0.97591831252493
89,18773539,0.9976486892937928,0.97591831252493
90,18780676,1.0076298969085022,0.97591831252493
