id,blockNumber,balance_0,balance_1,total_supply
1351,18676533,52958790880082716028639,53336508482955039874021,98025849440355681026285
1352,18676542,52952486084600945616743,53342815063518693686536,98025849440355681026285
1353,18676565,52933970057751138775183,53361336611918710872499,98025849440355681026285
1354,18676587,52963970057751138775183,53331330875810932674037,98025849440355681026285
1355,18676632,52960850261103625562905,53334451530116721067509,98025849440355681026285
1356,18676666,52957619280746155656181,53337683411158033244763,98025849440355681026285
1357,18676718,53042499325253461220947,53252792402878969860876,98025849440355681026285
1358,18676742,53032694731520699801847,53262598796819281095180,98025849440355681026285
1359,18676757,53032074020062010233742,53263219626174677740080,98025849440355681026285
1360,18677076,53028450660971934753408,53266843682815093382191,98025849440355681026285
1361,18677191,52931256069165341132472,53364062936006269714921,98025849440355681026285
1362,18677386,52927322226242546964139,53373845955243335820925,98025849440355681026285
1363,18677394,52813503706751375417556,53487726568811448122673,98025849440355681026285
1364,18677394,52813503706751375417556,53487726568811448122673,98025849440355681026285
1365,18677427,52933503706751375417556,53367692199194167723549,98025849440355681026285
1366,18677437,53061003706751375417556,53240174841460140639729,98025849440355681026285
1367,18677453,53056160580285230910123,53245018751044748147440,98025849440355681026285
1368,18677462,53055160745501885153968,53246018751044748147439,98025849440355681026285
1369,18677595,53050237444566550672156,53250942883229445426159,98025849440355681026285
1370,18677659,53045776801941025327389,53255404304400833504238,98025849440355681026285
1371,18677664,53038278815622271715092,53262903653829250524141,98025849440355681026285
1372,18677724,53033339501611749767781,53267843903086220273389,98025849440355681026285
1373,18677726,53030199191609577909115,53270984823101847966188,98025849440355681026285
1374,18677845,53025365311906711425676,53275819665200678834923,98025849440355681026285
1375,18677983,53024925400898795849608,53276259665200678834923,98025849440355681026285
1376,18678247,53019926428676476794006,53281259665200678834923,98025849440355681026285
1377,18678289,52994692080007770682677,53306499665200678834921,98025849440355681026285
1378,18678330,52993580255194274755221,53307611756796236434515,98025849440355681026285
1379,18678462,52992252140011223489457,53308940192627707400256,98025849440355681026285
1380,18678557,52989690647349295042380,53311502309763241537301,98025849440355681026285
1381,18678641,52991565824293512271226,53309626862441698350615,98025849440355681026285
1382,18678726,52991614894289275615722,53309577785427969274090,98025849440355681026285
1383,18679174,52989484548078276161765,53311708652093238606589,98025849440355681026285
1384,18679219,52989044526678990035261,53312148781678671482129,98025849440355681026285
1385,18679525,52926962147553202926255,53374248781678671482128,98025849440355681026285
1386,18679613,52926852182917295740958,53374358781678671482128,98025849440355681026285
1387,18679923,52915186085374060671298,53386028714412528408056,98025849440355681026285
1388,18680491,52913673688391261095627,53387541620694425745624,98025849440355681026285
1389,18680640,52972673688391261095627,53328529713735781614312,98025849440355681026285
1390,18681087,52965675579742445268789,53335529713735781614312,98025849440355681026285
1391,18681099,52960822393663461169919,53340384246390561584871,98025849440355681026285
1392,18681245,53082622920203055506409,53218570755306457617161,98025849440355681026285
1393,18681661,53082515407539041872319,53218678282225012732746,98025849440355681026285
1394,18681782,53028734060165236475684,53272468519643561117464,98025849440355681026285
1395,18681875,53025003290529979543104,53276200036232061252007,98025849440355681026285
1396,18682004,53018842560993408874668,53282362036232061252007,98025849440355681026285
1397,18682135,53011844060135458816090,53289362036232061252007,98025849440355681026285
1398,18682793,52984876696286766923985,53313249456076630859651,98023003778747410565995
1399,18682835,52983877830990382435094,53314248571033002882411,98023003778747410565995
1400,18682916,52735192244483723490716,53559262795629897480522,98019503778747410565995
1401,18682916,52735192244483723490716,53559262795629897480522,98019503778747410565995
1402,18682933,52756119244483723490716,53538326637611555730588,98019503778747410565995
1403,18682977,52743494535503730298236,53550958070826260980107,98019503778747410565995
1404,18683006,52791486361258877174932,53502946516225588196730,98019503778747410565995
1405,18683031,52805618326784228792463,53488809274543106422942,98019503778747410565995
1406,18683052,53045618326784228792463,53248756711563920993130,98019503778747410565995
1407,18683058,53042318905227708488586,53252056711563920993128,98019503778747410565995
1408,18683226,52991257782906026707404,53303128471070409431828,98019503778747410565995
1409,18683242,52989017064418395461516,53305369728866918487953,98019503778747410565995
1410,18683300,52987684267673461317387,53306702849288928099013,98019503778747410565995
1411,18683427,52987534252670503450574,53306852900858928099013,98019503778747410565995
1412,18683570,52983585225098582262183,53310802900858928099012,98019503778747410565995
1413,18683670,53013418149956901170532,53280966082562130416461,98019503778747410565995
1414,18684147,53012705856895386141869,53281204562690512914547,98019066758186580054525
1415,18684328,53008164303594812041164,53285747095837615099251,98019066758186580054525
1416,18684453,52974740461152863567273,53324820825651821522820,98019066758186580054525
1417,18684829,52969641815401449332131,53329920825651821522819,98019066758186580054525
1418,18685018,52749782230465085475251,53549868846227793121236,98019066758186580054525
1419,18685204,52879974540675293693925,53419630102283318255668,98019066758186580054525
1420,18685251,53017587290005102737825,53281990652566810144942,98019066758186580054525
1421,18685270,53007589455228345221049,53291990652566810144939,98019066758186580054525
1422,18685844,53007607960842175070869,53291972144684039379530,98019066758186580054525
1423,18685881,53000586417631762668864,53298995280942661729525,98019066758186580054525
1424,18685950,52997809189368367187981,53301773155826595288784,98019066758186580054525
1425,18686029,53015809189368367187981,53283770931617235947812,98019066758186580054525
1426,18686030,53010679331847481154690,53288901896026890630350,98019066758186580054525
1427,18686277,52892063544462677897078,53407552190496955305637,98019066758186580054525
1428,18686504,52927694298132948730917,53371912840023702009319,98019066758186580054525
1429,18686636,52827148385327876503730,53472497034293925227597,98019066758186580054525
1430,18686703,52824516054524099615300,53475130532285556926635,98019066758186580054525
1431,18686844,52729619325759537246406,53570074961554844565740,98019066758186580054525
1432,18686906,52939619325759537246406,53360005094874693423331,98019066758186580054525
1433,18687337,52939719325759537246406,53359905074363677935432,98019066758186580054525
1434,18687400,52929892033114461340600,53369735423742471973625,98019066758186580054525
1435,18687454,52920264444924866327599,53379366120293246775584,98019066758186580054525
1436,18687561,52749359074594972484057,53550370698636827144170,98019066758186580054525
1437,18687561,52749359074594972484057,53550370698636827144170,98019066758186580054525
1438,18687742,52762422087876305215191,53536364701467104279081,98018202528464001200530
1439,18687818,52758177082633235519021,53540611924696454816335,98018202528464001200530
1440,18687912,52928177082633235519021,53370557225021064999646,98018202528464001200530
1441,18687932,52830681970365470046726,53468089167957088961951,98018202528464001200530
1442,18688008,52833193741890595001791,53465576553935977164379,98018202528464001200530
1443,18688070,52833174102707968953077,53463852555865370679383,98016594898292921778029
1444,18688070,52833174102707968953077,53463852555865370679383,98016594898292921778029
1445,18688256,52897735487397445655004,53399272866554780862004,98016594898292921778029
1446,18688256,52897735487397445655004,53399272866554780862004,98016594898292921778029
1447,18688347,52890533929930294472443,53406477008336502482288,98016594898292921778029
1448,18688358,52890533928478426260687,53406477009788898054253,98016594898292921778029
1449,18688437,52890034110178512331820,53406977009788898054253,98016594898292921778029
1450,18688527,52895204110178512331820,53401805662164588170084,98016594898292921778029
1451,18688631,52849021918338256998697,53448005662164588170084,98016594898292921778029
1452,18688663,52853521918338256998697,53443504263181910915646,98016594898292921778029
1453,18688813,52787322985503460634799,53509746257005426107752,98016594898292921778029
1454,18688813,52787322985503460634799,53509746257005426107752,98016594898292921778029
1455,18688945,52782585683376733426279,53514485887544110764173,98016594898292921778029
1456,18688972,52779956197438927781727,53517418851987083914077,98016594898292921778029
1457,18688972,52779956197438927781727,53517418851987083914077,98016594898292921778029
1458,18689068,52837237638319496478576,53460116622594649919474,98016594898292921778029
1459,18689138,52826776014743338652123,53470582791984464458069,98016594898292921778029
1460,18689193,52851776014743338652123,53445574650693041874899,98016594898292921778029
1461,18689198,52849716862615214994444,53447634650693041874898,98016594898292921778029
1462,18689226,52871344318004285542314,53426000710644774371762,98016594898292921778029
1463,18689255,53061344318004285542314,53235968157645272085123,98016594898292921778029
1464,18689289,53065076816932957196202,53232235458201405633821,98016594898292921778029
1465,18689294,53057561744649612228399,53239751703068690036592,98016594898292921778029
1466,18689394,53046840102232426752418,53250475137098932464415,98016594898292921778029
1467,18689411,53033971818989707007817,53263345754960157330452,98016594898292921778029
1468,18689421,52983982795997728704351,53313345754960157330453,98016594898292921778029
1469,18689453,52982702758324826792048,53314626113560274316373,98016594898292921778029
1470,18689548,52972384029984616665452,53323916459250976069348,98015644300711285546778
1471,18689763,52952389539331030008756,53343916459250976069348,98015644300711285546778
1472,18689869,52964045979119187779155,53323912847286019764670,98007949597533589518185
1473,18689892,52963943335089489863763,53324015518879878538427,98007949597533589518185
1474,18689921,52963812469234858536890,53324146419895953723881,98007949597533589518185
1475,18689977,52954542385957280062415,53333419046812759911987,98007949597533589518185
1476,18689989,52967667385957280062415,53320291788963495820721,98007949597533589518185
1477,18690195,52946303305413160164149,53342551777874212372197,98008770136500794360839
1478,18690212,52920571184485134372794,53368291777874212372196,98008770136500794360839
1479,18690237,52892706864445129398399,53396165536882109024308,98008770136500794360839
1480,18690275,52856275169612166892466,53432610995632331286425,98008770136500794360839
1481,18690317,53006275169612166892466,53282579675845115194142,98008770136500794360839
1482,18690387,52996127669830526868430,53292729447678959419416,98008770136500794360839
1483,18690406,52981131256534708351628,53307729447678959419416,98008770136500794360839
1484,18690431,52994009638489871902816,53294849257143571166558,98008770136500794360839
1485,18690583,52982713090292609663705,53299770623863060187248,98002889814743875446821
1486,18690818,52982213211662799721176,53300270623863060187248,98002889814743875446821
1487,18690877,52946553203790839172355,53335940073063060187248,98002889814743875446821
1488,18691167,52945429690287715213645,53337063909124860130024,98002889814743875446821
1489,18691391,52896445244437862390975,53386063909124860130024,98002889814743875446821
1490,18691421,53096044561584492342369,53186439432749829706000,98002889814743875446821
1491,18691456,53091648024849789370256,53190836442323651668585,98002889814743875446821
1492,18691474,53080535277332271676973,53201950489636560546650,98002889814743875446821
1493,18691509,53080376245997345973609,53202109540660792150964,98002889814743875446821
1494,18691550,53029023348153197914386,53259138909632831873418,98002889814743875446821
1495,18691690,52946628404345035028417,53341553606138919563908,98002889814743875446821
1496,18691690,52946628404345035028417,53341553606138919563908,98002889814743875446821
1497,18691720,52934308073879201442132,53353877598805228331529,98002889814743875446821
1498,18691730,52931880999507999399166,53356305416358183405553,98002889814743875446821
1499,18692000,52928501148905935591673,53359686313806417201136,98002889814743875446821
1500,18692152,52923877165794675379368,53364311751588111300335,98002889814743875446821
1501,18692166,52923182113199931221804,53365007025086485813008,98002889814743875446821
1502,18692491,52923407131775756486335,53364781957438822798739,98002889814743875446821
1503,18692547,52862928583865886996684,53425281957438822798737,98002889814743875446821
1504,18692596,52912928583865886996684,53375268905615450375599,98002889814743875446821
1505,18692612,52997928583865886996684,53290253685742326656057,98002889814743875446821
1506,18692812,52996928811889778684941,53291253685742326656057,98002889814743875446821
1507,18693196,52992748329450231157325,53295435134799481960424,98002889814743875446821
1508,18693226,52957757252485576273711,53330435134799481960423,98002889814743875446821
1509,18693242,52912653652777015184485,53375552430209690500992,98002889814743875446821
1510,18693343,52712102404536245472061,53576194503232805853832,98002889814743875446821
1511,18693426,52812102404536245472061,53476153111819602835069,98002889814743875446821
1512,18693703,52805836588183877482082,53486422715057846465738,98006578010852822372171
1513,18693741,52894931862261484752195,53397299903852798684497,98006578010852822372171
1514,18693765,52878737770438080560100,53413499903852798684496,98006578010852822372171
1515,18693935,52931237770438080560100,53360987159298714420309,98006578010852822372171
1516,18694099,52819280599961219725794,53472986750757986909253,98006578010852822372171
1517,18694101,52811334651957815578583,53480937816381132801584,98006578010852822372171
1518,18694101,52811334651957815578583,53480937816381132801584,98006578010852822372171
1519,18694101,52811334651957815578583,53480937816381132801584,98006578010852822372171
1520,18694178,52789344985434100542734,53502937816381132801583,98006578010852822372171
1521,18694343,52788166845263944146984,53503097731813059575932,98005638859023083486880
1522,18694505,53020166845263944146984,53271041321303395602315,98005638859023083486880
1523,18694556,52958482499337474670386,53332740456303395602313,98005638859023083486880
1524,18694604,52970698085590563802996,53320522796236076675593,98005638859023083486880
1525,18694721,52950703574426002952025,53340522796236076675593,98005638859023083486880
1526,18694782,52940790733575941588209,53350438538366486987592,98005638859023083486880
1527,18694783,52941242336760632130417,53349986845584965899146,98005638859023083486880
1528,18695012,52934716100704535668536,53350986845584965899146,98000542357641001500649
1529,18695335,52933557136279064770112,53351061455592611624636,97999542357641001500649
1530,18695374,52913563446861120688976,53371061455592611624636,97999542357641001500649
1531,18695384,52913312917348039101691,53371312067260332616049,97999542357641001500649
1532,18695433,52913345180888924002903,53371279796362513199825,97999542357641001500649
1533,18695443,53080440438333587520854,53204163393954730846750,97999542357641001500649
1534,18695991,53080307934921842158023,53204295913954730846749,97999542357641001500649
1535,18696285,53079620799117224244392,53204983137376168120011,97999542357641001500649
1536,18696380,52933411219220883669051,53206906567813645764844,97866491850225399641673
1537,18696385,52925382287256061083677,53214937275375328904999,97866491850225399641673
1538,18696635,52924736239312902031749,53215583469599679395366,97866491850225399641673
1539,18696719,52874528065889614408966,53265670181908588382939,97866367961166141577508
1540,18696747,52889528065889614408966,53250667502115586967813,97866367961166141577508
1541,18696840,52888571166379691637817,53251624660121256967812,97866367961166141577508
1542,18696928,52904764156107490208783,53235429065748065337998,97866367961166141577508
1543,18697150,52952234108866353093775,53187953314866859905660,97866367961166141577508
1544,18697188,52950698433054847087352,53189489288959312446795,97866367961166141577508
1545,18697480,52949786720904461949088,53190401179552192186115,97866367961166141577508
1546,18697554,52948789764937646302731,53191398331802633591185,97866367961166141577508
1547,18697811,52967721417194993424356,53172465052136360064916,97866367961166141577508
1548,18697858,52887166511719426869737,53253037957685123332744,97866367961166141577508
1549,18697862,52866707470450261446791,53273502827252924177254,97866367961166141577508
1550,18697924,52866407559673917405536,53273802827252924177253,97866367961166141577508
1551,18698099,52866436582125089195852,53273773799065809105383,97866367961166141577508
1552,18698214,52866803539592538322828,53273406769161927554636,97866367961166141577508
1553,18698253,52834395408800565009521,53305825170473978944870,97866367961166141577508
1554,18698313,52823791034754726916479,53306186326190988799057,97856921497657306683807
1555,18698373,52822791378562990992356,53307186326190988799057,97856921497657306683807
1556,18698446,52811293201373602490934,53309825371266804703963,97848750558614974017064
1557,18698503,52811076251817751513680,53310042397468739169819,97848750558614974017064
1558,18699077,52810166522313509636031,53217470167476284285178,97757537283975437419130
1559,18699231,52809666671366374774558,53217970167476284285178,97757537283975437419130
1560,18699347,52805639714198202199845,53221998336559795438073,97757537283975437419130
1561,18699450,52801400804066157849759,53226238543726360093944,97757537283975437419130
1562,18699492,52801349817999474659511,53226289545527074422298,97757537283975437419130
1563,18699495,52796351375858985587683,53231289545527074422297,97757537283975437419130
1564,18699508,52796156437231670212845,53231484545527074422296,97757537283975437419130
1565,18699550,52781161296846547753384,53246484545527074422295,97757537283975437419130
1566,18699989,52780300580889600252971,53247345548733239295234,97757537283975437419130
1567,18700118,52772036822665155878353,53255612110755991739052,97757537283975437419130
1568,18700377,52751781582380788527246,53275874575137671043755,97757537283975437419130
1569,18700380,52744676727422764157905,53282982082427066945828,97757537283975437419130
1570,18700532,52789585645846515003579,53238061924999772512050,97757537283975437419130
1571,18700551,52780460437017391094300,53247190131544300887304,97757537283975437419130
1572,18700573,52827201675507115860207,53200439283982229151530,97757537283975437419130
1573,18700578,52942567425038751931131,53085061200468847184594,97757537283975437419130
1574,18700600,52911558058245990724580,53116075392001235454431,97757537283975437419130
1575,18700622,52873659310344733654129,53153981626096376673121,97757537283975437419130
1576,18700648,52884232310344733654129,53143407419242295094641,97757537283975437419130
1577,18700688,52884663518283331169201,53142976164971347715782,97757537283975437419130
1578,18700713,52875621427589868425516,53152020178986617564903,97757537283975437419130
1579,18700723,52860584762907108653309,53167060262476144429377,97757537283975437419130
1580,18700726,52856658898723641576726,53170987064577852999232,97757537283975437419130
1581,18700740,52986375879367281002147,53041261998650806469300,97757537283975437419130
1582,18700742,53155064428678655409669,52872593563429920872135,97757537283975437419130
1583,18700757,53029439064749642033516,52998213219423840842038,97757537283975437419130
1584,18700796,53020565981324972509667,53007086625836259720502,97757537283975437419130
1585,18700812,52810006855597040267038,53217681536367139580724,97757537283975437419130
1586,18700849,52803508818473458892355,53224181536367139580723,97757537283975437419130
1587,18700875,52765709787442082739409,53261993004877042946367,97757537283975437419130
1588,18700948,52830510891535816507268,53197178125726404506055,97757537283975437419130
1589,18701031,52830808266535816507268,53196880699295746521164,97757537283975437419130
1590,18701180,52825814144079517306137,53201876199295746521165,97757537283975437419130
1591,18701262,52795802609232693961399,53231896651908809238291,97757537283975437419130
1592,18701363,52791783886633410472970,53235916651908809238290,97757537283975437419130
1593,18701490,52771823960810042477400,53255883213647086671766,97757537283975437419130
1594,18701841,52578016710989894151792,53217169147385294415679,97543120849124893199131
1595,18701951,52594016710989894151792,53201163865981209321072,97543120849124893199131
1596,18701975,52574025358557044010024,53221163865981209321072,97543120849124893199131
1597,18702090,52804958739448430384424,52990183415774845964438,97543120849124893199131
1598,18702147,52765334254774839066146,53029815315799458914715,97543120849124893199131
1599,18702300,52765710965963044131025,53031196315100322560060,97544741360543995462067
1600,18702317,52760199457374077332186,53036709010227846117699,97544741360543995462067
1601,18702510,52760306034622608695369,53036602420343351189359,97544741360543995462067
1602,18702580,52686325539610401244133,53110602420343351189358,97544741360543995462067
1603,18702691,52626797704501766219525,53170150799055345069541,97544741360543995462067
1604,18702774,52676797704501766219525,53120138254544564475858,97544741360543995462067
1605,18702870,52861797704501766219525,52935118360154328096060,97544741360543995462067
1606,18702880,52851000686749591520662,52945916471674937803014,97544741360543995462067
1607,18702936,52841180495006402109242,52955737781717004398041,97544741360543995462067
1608,18702963,52668918181349984022381,53128038845785828119364,97544741360543995462067
1609,18702964,52522523672394190814266,53274494750244328282489,97544741360543995462067
1610,18702967,52494908386994311458474,53302124550041954806458,97544741360543995462067
1611,18703022,52541908386994311458474,53255105105634089385299,97544741360543995462067
1612,18703209,52537938277457899034019,53259077150577091566525,97544741360543995462067
1613,18703341,52537804617035818259587,53259210876492706153066,97544741360543995462067
1614,18703345,52572293625932456397139,53224709141661772273049,97544741360543995462067
1615,18703353,52577815180189743550986,53219185684853196870594,97544741360543995462067
1616,18703402,52565821800753164920305,53231184444046695083202,97544741360543995462067
1617,18703721,52725825174544314739071,53071355710337555588485,97544940402986906021920
1618,18704060,52725146282944526287588,53072050250540252410319,97544954664944322078399
1619,18704080,52722227454175066990190,53074969848029538187214,97544954664944322078399
1620,18704145,52716142497361797534649,53081056440838432960691,97544954664944322078399
1621,18704424,52930691288035761251634,52851061393526913282936,97530688264944335475041
1622,18704424,52930691288035761251634,52851061393526913282936,97530688264944335475041
1623,18704426,52913699137062514887067,52868053744989677423369,97530688264944335475041
1624,18704492,52910273311622061255078,52871479653513129281313,97530688264944335475041
1625,18704536,52908273366743027425282,52873479653513129281312,97530688264944335475041
1626,18704568,52839357821519396551360,52942400079140658769841,97530688264944335475041
1627,18704599,52793417343129295447178,52988347029559011762193,97530688264944335475041
1628,18704949,52786632643805682842715,52995094438234977930338,97530652803670526217466
1629,18704963,52774377746418861327604,53007351598305812524166,97530652803670526217466
1630,18705073,52583358876857676953177,53198440505449282901946,97530652803670526217466
1631,18705073,52583358876857676953177,53198440505449282901946,97530652803670526217466
1632,18705083,52580339505385821595098,53201461166482222099386,97530652803670526217466
1633,18705396,52880339505385821595098,52901204921142732634125,97530456884029639903520
1634,18705467,52851804175300490645799,52927226544222190063395,97528137253081340810626
1635,18705532,52851835575744500065963,52927195143904384642456,97528137253081340810626
1636,18705584,52841724608445232137330,52937307143904384642455,97528137253081340810626
1637,18705720,52842724608445232137330,52936307136218308161390,97528137253081340810626
1638,18705763,52842324651371969700111,52936707136218308161389,97528137253081340810626
1639,18705847,52842155478579890645771,52941915044336828081104,97528137253081340810626
1640,18705875,52780514629299621521492,53003565044336828077766,97528137253081340810626
1641,18705959,52780314666528051897631,53003765044336828077765,97528137253081340810626
1642,18706013,52792274335665072865723,52991804430536651280192,97528137253081340810626
1643,18706027,52791689482563532279110,52992389384270375036741,97528137253081340810626
1644,18706102,52791696846557615145766,52992382019743127343566,97528137253081340810626
1645,18706116,52791563042191431005147,52992527693270122931736,97528137253081340810626
1646,18706116,52791563042191431005147,52992527693270122931736,97528137253081340810626
1647,18706180,52791129537437675146297,52992961272953774766810,97528137253081340810626
1648,18706238,52790740472651181056144,52993350405184097720226,97528137253081340810626
1649,18706394,52790569133801104050462,52993521773794097720226,97528137253081340810626
1650,18706438,52787119801145279183306,52996971713185212099489,97528137253081340810626
1651,18706555,52794970803135964737211,52989120136506627083513,97528137253081340810626
1652,18706875,52784972548077320436223,52999120136506627083512,97528137253081340810626
1653,18707135,52734140316902424282082,53049963125656785789761,97528137253081340810626
1654,18707143,52684153970677030828859,53099963125656785789761,97528137253081340810626
1655,18707320,52834153970677030828859,52949946308682883260624,97528137253081340810626
1656,18707326,52832417339138850190342,52951683151548385567211,97528137253081340810626
1657,18707341,52830917524609353420860,52953183151548385567209,97528137253081340810626
1658,18707411,52308195068096404725615,53476137483674859893925,97528137253081340810626
1659,18707412,52555581635755309324955,53228624351664276986282,97528137253081340810626
1660,18707426,52573581635755309324955,53210618059099980300162,97528137253081340810626
1661,18707518,52593581635755309324955,53190611531203977450343,97528137253081340810626
1662,18707609,52467493570342440284255,53316761531203977450343,97528137253081340810626
1663,18707679,52567493570342440284255,53216720823364690090067,97528137253081340810626
1664,18707695,52535000057344638390871,53249229475685253938738,97528137253081340810626
1665,18707893,52532376541974818034255,53250329475685253938737,97526731804966677332203
1666,18707904,52565810693459784158751,53216883034529795159485,97526731804966677332203
1667,18708036,52567186499958363822844,53215506751545155221743,97526731804966677332203
1668,18708198,52766936499958363822844,53015712087812697377245,97526731804966677332203
1669,18708199,52926736499958363822844,52855911406738936818417,97526731804966677332203
1670,18708369,52936736499958363822844,52845912399648022664285,97526731804966677332203
1671,18708667,52925864382579650705372,52856784530499334378589,97526731804966677332203
1672,18708677,52918936553485983591537,52863712443387358292676,97526731804966677332203
1673,18708684,52917809861695627921966,52864839154340204378907,97526731804966677332203
1674,18708745,52914839919628382613045,52867809154340204378907,97526731804966677332203
1675,18708765,52913989938188701611244,52868659154340204378906,97526731804966677332203
1676,18708795,52901886494690458188505,52877557642227618768511,97523776705056425968124
1677,18708796,52876892699701005171305,52902552697125338965630,97523776705056425968124
1678,18708800,52866907007423295409349,52912539105825793511083,97523776705056425968124
1679,18708879,52779426577795669797018,52925941726408868412258,97455475324021098084883
1680,18708908,52777126901680123881799,52928241726408868412257,97455475324021098084883
1681,18708991,52774827232020663207217,52930541726408868412256,97455475324021098084883
1682,18709024,52717398420845937800115,52987980881217733276080,97455475324021098084883
1683,18709065,52733631376149129721467,52971746217482347550616,97455475324021098084883
1684,18709352,52768552548375075768387,52936822460457233919365,97455475324021098084883
1685,18709412,52764232346270461546893,52941143333716570099844,97455475324021098084883
1686,18709456,52753234157722111367274,52952143333716570099842,97455475324021098084883
1687,18709600,52753437961937470160810,52951939514974096220998,97455475324021098084883
1688,18709717,52733444662930321934017,52971936480283016454981,97455475324021098084883
1689,18709808,52724608953299854793042,52980773965690961455068,97455475324021098084883
1690,18709810,52724397701373146838106,52980985261241357887451,97455475324021098084883
1691,18709964,52676849286590395865419,53028544881388355330728,97455475324021098084883
1692,18710097,52646853016702346357532,53058549640567290262314,97455475324021098084883
1693,18710366,52663671065495282857061,53041728378990226762392,97455475324021098084883
1694,18710585,52659122100662148153661,53046278633760706980503,97455475324021098084883
1695,18710594,52659016802347820251526,53046383962233447330999,97455475324021098084883
1696,18710597,52628009128805839700125,53077401105807576098353,97455475324021098084883
1697,18710635,52617912465862535731925,53087501105807576098352,97455475324021098084883
1698,18710691,52617936852005193581757,53087476713894406579885,97455475324021098084883
1699,18710885,52601718675215058068187,53103700511128149294065,97455475324021098084883
1700,18711062,52601261462587658275292,53104157886859800887521,97455475324021098084883
1701,18711090,52583273556428512643279,53122152412600798974092,97455475324021098084883
1702,18711100,52560104472748190028105,53145330604967269131454,97455475324021098084883
1703,18711187,52551350804407744450674,53153986208212104745195,97455381597212885584460
1704,18711248,52541569515799980277287,53163771643090550388459,97455381597212885584460
1705,18711424,52572088428129031784430,53134287355130579352817,97456344088427161278764
1706,18711568,52627088428129031784430,53079273077057854180008,97456344088427161278764
1707,18711647,52727108427877996846421,52979256581955661232965,97456362529125507751408
1708,18711823,52723542139415241413518,52982823605414646253676,97456362529125507751408
1709,18711846,52655373311662029133080,53051009468308188911728,97456362529125507751408
1710,18711868,52653351299674878111405,53053032072249114972717,97456362529125507751408
1711,18712046,52649317666142139805225,53057066901563634641525,97456362529125507751408
1712,18712207,52629220216080252074584,53077170605732051435179,97456362529125507751408
1713,18712213,52622725665004783440098,53083667283306359482206,97456362529125507751408
1714,18712289,52624493505249754871604,53081899035955824329415,97456362529125507751408
1715,18712531,52624242057816705138705,53082150566212814609814,97456362529125507751408
1716,18712558,52703770017589054076969,53002608215568941514254,97456362529125507751408
1717,18712563,52725305103213213676518,52981070561793121768856,97456362529125507751408
1718,18712564,52820804188300368256556,52885566910494566060192,97456362529125507751408
1719,18712564,52820804188300368256556,52885566910494566060192,97456362529125507751408
1720,18712583,52811836324791697392469,52894535626008030123498,97456362529125507751408
1721,18712631,52852836324791697392469,52853536632589850821117,97456362529125507751408
1722,18712685,52797074443258856641118,52909303224211799114329,97456362529125507751408
1723,18712820,52794726398999448985448,52911651550092766453849,97456362529125507751408
1724,18712821,52774745037555096456130,52931635580450982611302,97456362529125507751408
1725,18712909,52759563789262092486439,52946819182382447401062,97456362529125507751408
1726,18712929,52757404840159037370646,52948978489054309812724,97456362529125507751408
1727,18712935,52742117654636099512217,52964268369292537085810,97456362529125507751408
1728,18712936,52737653054186448236674,52968733810566571488797,97456362529125507751408
1729,18713180,52727688338154838730166,52984137957530917301202,97456362529125507751408
1730,18713213,52724551719073849776501,52987275230443292811500,97456362529125507751408
1731,18713242,52721405018463002657763,52990422599057981295942,97456362529125507751408
1732,18713340,52721413889146806668906,52990413727361288876931,97456362529125507751408
1733,18713380,52716858191831203147984,52994970413166319749251,97456362529125507751408
1734,18713391,52696860777555980838534,53014972466231504252225,97456362529125507751408
1735,18713440,52696760801973974710427,53015072466231504252225,97456362529125507751408
1736,18713447,52673756744991990302966,53038082466231504252224,97456362529125507751408
1737,18713453,52666152656246367745232,53045688661576828732820,97456362529125507751408
1738,18713699,52653982401078606557481,53057862435281462916262,97456362529125507751408
1739,18713877,52607601742370178567195,53087862435281462916261,97441249835150356019967
1740,18714030,52587100503198310513318,53108370967631736772201,97441249835150356019967
1741,18714049,52557396114328616677296,53138086834579591463954,97441249835150356019967
1742,18714090,52307599805770683013849,53388022327915475471642,97441249835150356019967
1743,18714161,52607599805770683013849,53087894387205917071478,97441249835150356019967
1744,18714182,52639599805770683013849,53055887229837670677052,97441249835150356019967
1745,18714298,52701954002706361769591,52991876602257883659223,97439732328267467439472
1746,18714354,52681958785769028890651,53011876602257883659222,97439732328267467439472
1747,18714457,52632972835996374156061,53061876589717600942122,97440654280546038804832
1748,18714665,52634022835996374156061,53060826367967102199275,97440654280546038804832
1749,18714803,52629435904355936257642,53065414737059482636884,97440654280546038804832
1750,18714859,52627805542617150526083,53067045615911500853281,97440654280546038804832
1751,18714938,52516742091226282323453,53178151939303740204874,97440654280546038804832
1752,18715020,52506646454738271981592,53188252220052929433859,97440654280546038804832
1753,18715048,52496959585748050250792,53197943662340742619044,97440654280546038804832
1754,18715125,52497065152349674174488,53197838055843214783478,97440654280546038804832
1755,18715172,52602065152349674174488,53092805115409370434045,97440654280546038804832
1756,18715199,52552084152749563140741,53142805115409370434045,97440654280546038804832
1757,18715634,52541310877566230095438,53150544817386048731988,97437854058614400079091
1758,18715731,52541171969876254724141,53150683783706926818558,97437854058614400079091
1759,18715744,52539543677124943465735,53152312765494743794928,97437854058614400079091
1760,18715769,52538544101715002213661,53153312765494743794928,97437854058614400079091
1761,18715783,52512949089587595277345,53178919065494743794927,97437854058614400079091
