id,blockNumber,balance_0,balance_1,total_supply
648,18623972,53403005080406531689531,53884306872498600541689,98976967520393482824093
649,18623979,53445844883821061539612,53841457914593720855174,98976967520393482824093
650,18623982,53598352874480933175673,53688935254585575081889,98976967520393482824093
651,18624124,53578095241525778299880,53709195250831285452265,98976967520393482824093
652,18624166,53573083166200357517296,53714207987049429341719,98976967520393482824093
653,18624310,53565864111413808655664,53721428046849429341718,98976967520393482824093
654,18624385,53570864158737664333590,53716427796824426841469,98976967520393482824093
655,18624390,53570865158737664333590,53716426796786894461133,98976967520393482824093
656,18624399,53558917124663540560231,53728376560095918051540,98976967520393482824093
657,18624482,53550683094687981034032,53736611881733777214661,98976967520393482824093
658,18624587,53527688033848282791337,53759610981733777214660,98976967520393482824093
659,18624873,53524171230374897677646,53763128459028300339652,98976967520393482824093
660,18624944,53512111818691984428886,53775190294293889211100,98976967520393482824093
661,18625238,53505273648251694532465,53780690294293889211100,98975731796520268428344
662,18625429,53440501693661575052318,53833809581218197985878,98964968071941830627897
663,18625529,53379730847538400459230,53894600065948439147942,98964968071941830627897
664,18625540,53373617364777593249573,53900715770394865005580,98964968071941830627897
665,18625548,53370495433947772313173,53903838853109669104365,98964968071941830627897
666,18625936,53413495434129169873710,53860828320708132732850,98964968071941830627897
667,18625959,53410329674156459309248,53863995096882500538358,98964968071941830627897
668,18626018,53420329674156459309248,53853992928321943905230,98964968071941830627897
669,18626198,53471473358688020876247,53854335804951683019065,99012471106917045256623
670,18626307,53465703989535316930558,53860106810665478302520,99012471106917045256623
671,18626336,53550800861229843806365,53772094964462494677641,99009792572563776897620
672,18626392,53546282295430420941002,53776614369653641064483,99009792572563776897620
673,18626431,53667327337619772983746,53655615845681109087164,99009792572563776897620
674,18626431,53667327337619772983746,53655615845681109087164,99009792572563776897620
675,18626434,53520934438715873179266,53802027919231076176663,99009792572563776897620
676,18626488,53500885099978727897250,53822081890595291436857,99009792572563776897620
677,18626510,53492909065041432823091,53830059902912576721652,99009792572563776897620
678,18626531,53576907349756329173368,53746053035081857227079,99009792572563776897620
679,18626536,53519548920854980454483,53803422143237020129431,99009792572563776897620
680,18626630,53516325648546208466671,53806646133090701436313,99009792572563776897620
681,18626743,53510320784328057439764,53812652367398830059943,99009792572563776897620
682,18626750,53505344049616764593662,53817630270485212433374,99009792572563776897620
683,18626755,53500365693420804315609,53822609825241469946562,99009792572563776897620
684,18626757,53427284998235478301435,53895711545879966521584,99009792572563776897620
685,18626758,53367778119525221830047,53955240290552936528563,99009792572563776897620
686,18626761,53362946887119620863623,53960073485192302559601,99009792572563776897620
687,18626772,53357969214707959269909,53965053208689310729712,99009792572563776897620
688,18626778,53351022316517747977777,53972003019236334773733,99009792572563776897620
689,18626782,53346047945154867355036,53976979511688367149576,99009792572563776897620
690,18626799,53341070462676995919651,53981959146384522618062,99009792572563776897620
691,18626822,53327832951213501744795,53986934168834052820390,99002166382581411194195
692,18626824,53322855702349449386772,53991913654306742984451,99002166382581411194195
693,18626826,53317878357724818120440,53996893265397008284372,99002166382581411194195
694,18626827,53362874659835626458264,53951882058855790233464,99002166382581411194195
695,18626832,53357847449908229086427,53956911316017888196073,99002166382581411194195
696,18626834,53352870140564335655880,53961890682235513004928,99002166382581411194195
697,18626843,53347892657150718844043,53966870252407457256569,99002166382581411194195
698,18626882,53342915150758179436464,53971849875381792718344,99002166382581411194195
699,18626908,53337937834403279849227,53976829338050323468372,99002166382581411194195
700,18626910,53332960506529594197324,53981808842055237692885,99002166382581411194195
701,18626911,53327982992832346394085,53986788561779746252079,99002166382581411194195
702,18626913,53323005873487309129293,53991767916789526725374,99002166382581411194195
703,18626921,53318028479829571773715,53996747576049227737721,99002166382581411194195
704,18626922,53313050147518435351331,54001728204213303867805,99002166382581411194195
705,18626924,53308073983473162353006,54006706692919094741890,99002166382581411194195
706,18626925,53303096876440145646737,54011686154863117640653,99002166382581411194195
707,18626932,53298119714265329431962,54016665701788784297881,99002166382581411194195
708,18626933,53293142589453223204486,54021645241147896784620,99002166382581411194195
709,18626935,53288165485182527197179,54026624789769872284738,99002166382581411194195
710,18626936,53326759092262685013322,53988016870409575094802,99002166382581411194195
711,18626937,53321739085920723451791,53993039139215707383355,99002166382581411194195
712,18626951,53316715378268897061936,53998065141361027815226,99002166382581411194195
713,18626973,53265108510209370823638,54049697338700674427343,99002166382581411194195
714,18626975,53260235320122510287461,54054573086245323841491,99002166382581411194195
715,18626976,53255258091653016866805,54059552956279365435469,99002166382581411194195
716,18626977,53373027358677663730602,53941740961122949629376,99002166382581411194195
717,18626978,53367919790195964669963,53946850547460924664927,99002166382581411194195
718,18627017,53399197711074377553671,53911840771850314260618,98998731926710962253720
719,18627046,53875219276834969618880,53435832528072918131129,98998731926710962253720
720,18627047,53575076736175467528497,53735964950092041528963,98998731926710962253720
721,18627084,53525085574781566983017,53785964950092041528963,98998731926710962253720
722,18627131,53425831764548745968621,53885245217982152241998,98998731926710962253720
723,18627605,53515713320773993057012,53801216655133978460333,98998622645621761805506
724,18627630,53450730265036261926403,53866216655133978460332,98998622645621761805506
725,18627642,53380754191724483795634,53936216655133978460331,98998622645621761805506
726,18627656,53519754191724483795634,53797188801959048464614,98998622645621761805506
727,18627682,53531754191724483795634,53785187487018887271788,98998622645621761805506
728,18627818,53506665696480281795513,53810281438234213421954,98998622645621761805506
729,18627857,53485392052441261764449,53831560301795571879088,98998622645621761805506
730,18627865,53479571896234699309787,53837381980825577653263,98998622645621761805506
731,18627902,53474594840412814413035,53842360371197503705843,98998622645621761805506
732,18627921,53469616833848036463390,53847339742373325995886,98998622645621761805506
733,18627926,53464638560477764677319,53852319410239470116148,98998622645621761805506
734,18627929,53459660426986999721605,53857298967998534788424,98998622645621761805506
735,18627931,53454682386498363363289,53862278462539599502130,98998622645621761805506
736,18627937,53452712965067688964626,53864248467454885029164,98998622645621761805506
737,18627993,53417860170487702530944,53898866641807351144371,98998396011887460781353
738,18628020,53416544692256263982481,53900182567341042637539,98998396011887460781353
739,18628105,53444044692256263982481,53872676400474489656648,98998396011887460781353
740,18628153,53375114074643722829470,53941631088993637026103,98998396011887460781353
741,18628422,53367945875763725428061,53948802119197058681143,98998396011887460781353
742,18628444,53362947886472234101703,53953802119197058681142,98998396011887460781353
743,18628463,53357856057932492636056,53958896027106961643401,98998396011887460781353
744,18628464,53352929393087358057720,53963824733569890605054,98998396011887460781353
745,18628469,53347951849677991638059,53968804369342275574204,98998396011887460781353
746,18628477,53342974445679624319884,53973783895457683232956,98998396011887460781353
747,18628483,53337996882044948665534,53978763611091550521632,98998396011887460781353
748,18628500,53333019666124175554866,53983743008673080779842,98998396011887460781353
749,18628502,53328042339635605732531,53988722546683175701757,98998396011887460781353
750,18628503,53323065009224077332277,53993702118431098962552,98998396011887460781353
751,18628505,53318087765516915081434,53998681633248432179813,98998396011887460781353
752,18628506,53313064059854826520776,54003707661453003269476,98998396011887460781353
753,18628508,53308133306898057540414,54008640723513597821909,98998396011887460781353
754,18628665,53306933873025167857824,54009840723513597821908,98998396011887460781353
755,18628683,53299846279283095662461,54016931697910843716819,98998396011887460781353
756,18628850,53297273773524527278578,54019505445662434126504,98998396011887460781353
757,18628915,53298302050977501479193,54017986623916895429272,98997943918034518608556
758,18629003,53298802050977501479193,54017486432683889701547,98997943918034518608556
759,18629005,53221734498860664778829,54094594722129183438169,98997943918034518608556
760,18629006,53384105709574011605430,53932162262371124039002,98997943918034518608556
761,18629316,53407405709574011605430,53908856075803577693572,98997943918034518608556
762,18629351,53402385654465503196071,53913877910803577693572,98997943918034518608556
763,18629485,53443539507465503196071,53872714477615088312147,98997943918034518608556
764,18629501,53497545989465503196071,53818698514306284611951,98997943918034518608556
765,18629552,53509545989465503196071,53806696883916437696519,98997943918034518608556
766,18629576,53491550299319444118593,53824696883916437696518,98997943918034518608556
767,18629630,53452558432665704784410,53863699425332969657488,98997943918034518608556
768,18629635,53447672503951701868610,53868586820607160863933,98997943918034518608556
769,18629737,53485212867022896334464,53831039681730176838640,98997943918034518608556
770,18629878,53423876532400082018914,53892394100465060415143,98997943918034518608556
771,18629932,53423877552400082018914,53892393080228729124792,98997943918034518608556
772,18629984,53422877884618435257539,53893393080228729124791,98997943918034518608556
773,18630194,53417351929332581207789,53898920893640729124790,98997943918034518608556
774,18630231,53401429437481342346243,53914848944940197764198,98997943918034518608556
775,18630328,53381436849989206189717,53934848944940197764197,98997943918034518608556
776,18630367,53380947735600664899826,53935338246700799624847,98997943918034518608556
777,18630391,53357682042632599793374,53958613184901761973300,98997943918034518608556
778,18630657,53357611669848165403754,53958683586638671067447,98997943918034518608556
779,18630730,53300261763521217112409,54016059069064747950683,98997943918034518608556
780,18630757,53396930178632598110138,53919359500615652856964,98997943918034518608556
781,18630759,53522627986778880360135,53793637995876198534391,98997943918034518608556
782,18630823,53382529626359668583864,53933777995876198534391,98997943918034518608556
783,18631170,53481863656945413816743,53834008662004986471050,98997562683582958001581
784,18631221,53423688205958692411009,53892201375661572585865,98997562683582958001581
785,18631318,53420594996815326125065,53895295616661572585863,98997562683582958001581
786,18631415,53414147184733282303573,53901745616661572585863,98997562683582958001581
787,18631472,53402085112032873207025,53913811916661572585863,98997562683582958001581
788,18631489,53401875329839744687921,53914021773924074533512,98997562683582958001581
789,18631511,53401660925182417104748,53914236255359610517420,98997562683582958001581
790,18631513,53401473039031649674135,53914424208837791708367,98997562683582958001581
791,18631515,53401283530625880390830,53914613785195320805834,98997562683582958001581
792,18631525,53401071568111380541697,53914825823764110981605,98997562683582958001581
793,18631528,53400865697928280469266,53915031767867258909933,98997562683582958001581
794,18631530,53400665951810843091873,53915231585754568470711,98997562683582958001581
795,18631532,53400474211992729666827,53915423394511003718060,98997562683582958001581
796,18631535,53400269856732064628273,53915627823294453694534,98997562683582958001581
797,18631537,53400062839487034269729,53915834915071227242063,98997562683582958001581
798,18631542,53399850252571942432455,53916047578576955011223,98997562683582958001581
799,18631544,53399661237010563383677,53916236662282367960789,98997562683582958001581
800,18631545,53411618276548055171596,53904276592726713623434,98997562683582958001581
801,18631548,53411424450688931741959,53904470485720468958455,98997562683582958001581
802,18631550,53411237701158166113890,53904657299977623446554,98997562683582958001581
803,18631554,53411030306491199068224,53904864766575647121316,98997562683582958001581
804,18631557,53410849036143428796792,53905046099836112706549,98997562683582958001581
805,18631559,53410646849300312841940,53905248356897958572110,98997562683582958001581
806,18631562,53410446318370082172635,53905448957520407629033,98997562683582958001581
807,18631564,53410235370642935564495,53905659978612226770732,98997562683582958001581
808,18631570,53410043820906742825144,53905851595013121397114,98997562683582958001581
809,18631572,53409858245721216014470,53906037234826138818037,98997562683582958001581
810,18631574,53409676896810687933042,53906218646932364985840,98997562683582958001581
811,18631578,53409470964986837957489,53906424650566439336947,98997562683582958001581
812,18631580,53409275857883428135248,53906619825752468929156,98997562683582958001581
813,18631582,53366045732374060747594,53863375569415565699202,98917791092765468118626
814,18631588,53365848371263623349400,53863572999487705175884,98917791092765468118626
815,18631591,53365633345331695386707,53863788100607144153556,98917791092765468118626
816,18631593,53365428638225058083496,53863992879344867736008,98917791092765468118626
817,18631595,53365223584267835668378,53864198005105132776919,98917791092765468118626
818,18631597,53365024956003193225225,53864396702971029354271,98917791092765468118626
819,18631599,53364829915504093322102,53864591811860422376034,98917791092765468118626
820,18631601,53364615518955172911127,53864806283639619043844,98917791092765468118626
821,18631603,53364415682114878976450,53865006190651125015481,98917791092765468118626
822,18631606,53364200518564364292556,53865221429808470765762,98917791092765468118626
823,18631610,53363990058199101710373,53865431964181831284817,98917791092765468118626
824,18631629,53363798051388252194182,53865624038558136406609,98917791092765468118626
825,18631630,53363595691095303659632,53865826470107883696476,98917791092765468118626
826,18631631,53363394683189572252388,53866027548843014834514,98917791092765468118626
827,18631632,53363183173047198959380,53866239133568004297855,98917791092765468118626
828,18631633,53362988943702730011290,53866433431448987825814,98917791092765468118626
829,18631634,53362793644391235230374,53866628799720351224006,98917791092765468118626
830,18631635,53362598982261160561808,53866823530631009450745,98917791092765468118626
831,18631636,53362403904877754190871,53867018676987496265397,98917791092765468118626
832,18631637,53362206672255338175255,53867215979391600931769,98917791092765468118626
833,18631638,53362009839855553214990,53867412881478172746006,98917791092765468118626
834,18631639,53361823263330286961407,53867599524102291675171,98917791092765468118626
835,18631640,53361627183410028075274,53867795673533364013609,98917791092765468118626
836,18631641,53361442152193454871144,53867980770386413780053,98917791092765468118626
837,18631642,53361228602455905503941,53868194395928114656668,98917791092765468118626
838,18631643,53361029150609574193051,53868393918623836608459,98917791092765468118626
839,18631644,53360825325812204554420,53868597815873446968962,98917791092765468118626
840,18631674,53360826325812204554420,53868596815617894589126,98917791092765468118626
841,18631847,53375326325812204554420,53854093236683007412207,98917791092765468118626
842,18631955,53415326325812204554420,53814084675988917414325,98917791092765468118626
843,18631998,53435326325812204554420,53794081117908066518739,98917791092765468118626
844,18632001,53451326325812204554420,53778078618110504889430,98917791092765468118626
845,18632053,53454375541099458231482,53775028961379018301059,98917791092765468118626
846,18632086,53408188046939416102763,53821228961379018301059,98917791092765468118626
847,18632561,53406746794748510305795,53822139279381796654951,98917300987802368740603
848,18632699,53426811694748510305795,53802070609652123762619,98917300987802368740603
849,18632706,53426461301374639837043,53802421099747358733837,98917300987802368740603
850,18632738,53407466765757239691264,53821421099747358733836,98917300987802368740603
851,18632779,53395570409344063393839,53833321099747358733836,98917300987802368740603
852,18632822,53386467633633945779639,53842426778506430370544,98917300987802368740603
853,18632875,53432316525535388413671,53796568864845863869471,98917300987802368740603
854,18632932,53472696525535388413671,53756183014844461993905,98917300987802368740603
855,18632933,53437113358719111461424,53791774793169077593328,98917300987802368740603
856,18633267,53417021560938520636208,53804738751549888412385,98910721147015663953604
857,18633296,53414072401787801300825,53807688751549888412384,98910721147015663953604
858,18633403,53371068522593024280042,53850706081531365348811,98910721147015663953604
859,18633569,53345832240586564372219,53875951293798839177434,98910721147015663953604
860,18633593,53335826968314801201094,53885960318899970635995,98910721147015663953604
861,18633602,53351296140520863662882,53870486942781956333076,98910721147015663953604
862,18633631,53388466118500238090079,53833308041371862136718,98910721147015663953604
863,18633644,53384467398620740368868,53837308041371862136717,98910721147015663953604
864,18633807,53387502706904464720016,53834272063247141683893,98910721147015663953604
865,18633856,53388502706904464720016,53833271844993206106644,98910721147015663953604
866,18633971,53386533334872122329255,53835241844993206106644,98910721147015663953604
867,18633996,53405533334872122329255,53816237881865801465758,98910721147015663953604
868,18634118,53505533334872122329255,53716224185965318769793,98910721147015663953604
869,18634142,53475139264345360743500,53746624185965318769792,98910721147015663953604
870,18634263,53415066715540046242813,53806711725400032646901,98910721147015663953604
871,18634427,53414876640833793708067,53812706347183811971017,98910721147015663953604
872,18634590,53402084961201001450903,53825501827404753359397,98910721147015663953604
873,18634671,53461158087916357905754,53766418703713953485158,98910721147015663953604
874,18634893,53461014746847366201804,53766562078293974444727,98910721147015663953604
875,18634911,53456731557493549847696,53770846280406715739187,98910721147015663953604
876,18634946,53144847260482405332870,54082863694296715739187,98910721147015663953604
877,18634955,53300209380402080513009,53927441396563793904509,98910721147015663953604
878,18634955,53300209380402080513009,53927441396563793904509,98910721147015663953604
879,18634966,53286689939872429005984,53940966726808355553916,98910721147015663953604
880,18635027,53217511864862522385684,53758560499764569609721,98678654862333244981959
881,18635077,53064008392510024313805,53912135972473095040584,98678654862333244981959
882,18635117,53059011210844080424684,53917533512720884399331,98679021461083328885255
883,18635165,53134883801331779332498,53841638893594625424482,98679021461083328885255
884,18635165,53134883801331779332498,53841638893594625424482,98679021461083328885255
885,18635167,53034937445227569894608,53941638893594625424481,98679021461083328885255
886,18635169,53138789721022295693129,53837751512343475247626,98679021461083328885255
887,18635169,53138789721022295693129,53837751512343475247626,98679021461083328885255
888,18635172,53038842895020717965060,53937751512343475247625,98679021461083328885255
889,18635176,53122775153033201884350,53853792186031082003759,98679021461083328885255
890,18635176,53122775153033201884350,53853792186031082003759,98679021461083328885255
891,18635179,53022830259761408815543,53953792186031082003759,98679021461083328885255
892,18635181,53111281235096512664248,53865310676885911947766,98679021461083328885255
893,18635181,53111281235096512664248,53865310676885911947766,98679021461083328885255
894,18635187,53103813609289665562306,53872782106885911947765,98679021461083328885255
895,18635390,53090392029291855448939,53885181790525379029237,98678072613955651118123
896,18635480,53101392029291855448939,53874177139373797617651,98678072613955651118123
897,18635491,53137143749232046226605,53838411311416897974765,98678072613955651118123
898,18635579,53136795787859073839546,53838759437475306312729,98678072613955651118123
899,18635716,53132144401906870552692,53843413038903872616853,98678072613955651118123
900,18635738,53112154220695394539582,53863413038903872616853,98678072613955651118123
901,18635832,53093946377815120686791,53881630245007540471486,98678072613955651118123
902,18635914,53086727456168827206441,53888852989739297607349,98678072613955651118123
903,18635952,53185427456168827206441,53790116044161018446167,98678072613955651118123
904,18635955,53180453831098742164041,53795091747183616489515,98678072613955651118123
905,18636043,53200372531098742164041,53775166897567694376884,98678072613955651118123
906,18636267,53200157802965452728284,53775381710922827979691,98678072613955651118123
907,18636508,53115864532923542501081,53859712735322587927696,98678072613955651118123
908,18636624,53114833628626151136870,53860744154451475425379,98678072613955651118123
909,18636671,53117288628626151136870,53858288176156353809447,98678072613955651118123
910,18636726,53117245989098037400733,53858330836879809044821,98678072613955651118123
911,18636731,53115732131527856453725,53859845448383879275514,98678072613955651118123
912,18636884,53215481484132652692788,53760062312411330156061,98678072613955651118123
913,18636914,53185008202483878770951,53790547689325901764277,98678072613955651118123
914,18636971,53154416080391650449281,53821153081408104002827,98678072613955651118123
915,18637301,53154316125600921807522,53821253081408104002827,98678072613955651118123
916,18637307,53149118493097005256973,53826453081408104002825,98678072613955651118123
917,18637321,53148276679607821845178,53827295281408104002825,98678072613955651118123
918,18637487,53148681128522773740187,53826890687149886476677,98678072613955651118123
919,18637515,53151088335713472346985,53824482618987275041477,98678072613955651118123
920,18637745,53151037112540448912518,53825460710126773497789,98678927374473943356266
921,18637814,53150028072017616864465,53826470212266773497789,98678927374473943356266
922,18637895,53099869967733726753017,53876652812266773497789,98678927374473943356266
923,18638066,53100051181875292898123,53876471522288703529449,98678927374473943356266
924,18638164,53070566992262445842001,53905971522288703529448,98678927374473943356266
925,18638189,53070461193943268931571,53906077379230514287798,98678927374473943356266
926,18638205,53070355395637601443444,53906183236172325046148,98678927374473943356266
927,18638216,53070249597345443377377,53906289093114135804498,98678927374473943356266
928,18638228,53070143799066794733130,53906394950055946562848,98678927374473943356266
929,18638338,53157243799066794733130,53819259943413298801782,98678927374473943356266
930,18638353,53141525613323599740734,53834985341801419615964,98678927374473943356266
931,18638368,53020709662083828045606,53955882857321233042937,98678927374473943356266
932,18638368,53020709662083828045606,53955882857321233042937,98678927374473943356266
933,18638389,53009527643347144655364,53967071820254886654798,98678927374473943356266
934,18638398,52980498810489997942991,53996119385412916413645,98678927374473943356266
935,18638451,52976991139391367899248,53997948235063921513997,98677377055036287464277
936,18638518,52975991805614634005277,53998948235063921513997,98677377055036287464277
937,18638667,52974983910183281178858,53999956803648276557248,98677377055036287464277
938,18638695,52973372584337035104685,54001569208215715409760,98677377055036287464277
939,18638754,52989456288040521689050,53985476487068853637670,98677377055036287464277
940,18638895,52957071270105168105324,54017883221367270588682,98677377055036287464277
941,18638909,53057023325864689493118,53917878220867220583684,98677377055036287464277
942,18638937,53037034948608456177038,53937878220867220583684,98677377055036287464277
943,18639017,53052484948608456177038,53922420740601316229725,98677377055036287464277
944,18639024,53097484948608456177038,53877400595735449033132,98677377055036287464277
945,18639130,53087490211661732176111,53887400595735449033131,98677377055036287464277
946,18639135,53057506724194828211564,53917400595735449033130,98677377055036287464277
947,18639138,53002664260640984193837,53972276071341423637868,98677377055036287464277
948,18639183,53022891517620879120741,53952038239816718349759,98677377055036287464277
949,18639206,53013634658849618396440,53961300802871798920127,98677377055036287464277
950,18639344,52999517425289298319051,53975426935071798920126,98677377055036287464277
951,18639372,53092472881296421340968,53882427311971743464739,98677377055036287464277
952,18639372,53092472881296421340968,53882427311971743464739,98677377055036287464277
953,18639390,53092683786233653189107,53882216317098366360384,98677377055036287464277
954,18639428,53070619958978201458112,53888026317098366360383,98662377055036287464277
955,18639509,53085577944224393307083,53873079830385122024826,98662393648747861918150
956,18639603,52947913798420568010983,54010827723153830168126,98662393648747861918150
957,18639607,52959799798420568010983,53998934778767633521950,98662393648747861918150
958,18639616,52962299798420568010983,53996433339868463365058,98662393648747861918150
959,18639625,52982299798420568010983,53976422100485439652680,98662393648747861918150
960,18639741,52989129798420568010983,53969588372915091332000,98662393648747861918150
961,18639742,52993129798420568010983,53965586216021402665117,98662393648747861918150
962,18639748,53043128008839376006131,53915562675903439304383,98662393648747861918150
963,18639755,53057168008839376006131,53901516105999920895307,98662393648747861918150
964,18639796,53052170819936663819766,53906516105999920895306,98662393648747861918150
965,18639810,53052119669341684862463,53906567285524878776755,98662393648747861918150
966,18639834,53056408791030069599089,53902276178096238548863,98662393648747861918150
967,18639835,53062408791030069599089,53896273437544973285310,98662393648747861918150
968,18639927,53202408791030069599089,53756221831564787045565,98662393648747861918150
969,18640473,52961721308996859230594,52998762570911006547823,97741676009088055527497
970,18640537,52920678917733638870723,53039808965887587001174,97741676009088055527497
971,18640554,52820697258064203533476,53139808965887587001173,97741676009088055527497
972,18640577,52802701852178022264353,53157808965887587001173,97741676009088055527497
973,18640650,52696259222476578231185,53446294033685689452754,97909528098445159504278
974,18640650,52696259222476578231185,53446294033685689452754,97909528098445159504278
975,18640750,52689817375048613499588,53452739166340609880367,97909528098445159504278
976,18640864,52639807779052573820770,53502775984236803237584,97909528098445159504278
977,18640915,52654807779052573820770,53305766271307280898370,97741676009088055527497
978,18640926,52658117192049244978638,53302455718485712099795,97741676009088055527497
979,18640939,52661317192049244978638,53299254629036711814917,97741676009088055527497
980,18640978,52802572688474846066316,53157963473287229781330,97741676009088055527497
981,18640998,52745885178038441673384,53214668044495555140437,97741676009088055527497
982,18641087,52745637908087016188536,53214915397442205574140,97741676009088055527497
983,18641105,52713649273226657543192,53246915397442205574140,97741676009088055527497
984,18641116,52711545193058359870327,53249020268867496298834,97741676009088055527497
985,18641151,52761545193058359870327,53199007926603305481928,97741676009088055527497
986,18641241,52721051447056960629007,53239515484556247708693,97741676009088055527497
987,18641247,52724051447056960629007,53236514692863737765454,97741676009088055527497
988,18641460,52710604586947232659896,53239128571866575867697,97731680567165623615176
989,18641525,52760584586947232659896,53189136504928770972140,97731680567165623615176
990,18641544,52753385649567892807830,53196337712872448213040,97731680567165623615176
991,18641754,52730201913115422245667,53204633448392847623345,97713177785765728688773
992,18642017,52721845005920325560315,53207566418812067592578,97708173016908804049710
993,18642100,52632798602592819115450,53296648456262684983238,97708173016908804049710
994,18642159,52719598865244437009003,53209822022805953593868,97708173016908804049710
995,18642415,52703939842830053558099,53207366915942901795891,97691462314374175169510
996,18642420,52698732522243236525533,53212576110727848093891,97691462314374175169510
997,18642453,52691978903851185814754,53219332209096047883561,97691462314374175169510
998,18642518,52692193931239371635842,53219117123401453085020,97691462314374175169510
999,18642520,52667203584907404514841,53244117123401453085019,97691462314374175169510
1000,18642614,52656804628346931112310,53254520321378320066990,97691462314374175169510
1001,18642650,52614160625336626568227,53277905394440173261657,97673684838948740478410
1002,18642671,52610854643719384468307,53281212885389509412523,97673684838948740478410
1003,18642801,52601592524106520017165,53290479304573132378335,97673684838948740478410
1004,18642808,52443810684351549778672,53448375678010820868406,97673684838948740478410
1005,18642808,52443810684351549778672,53448375678010820868406,97673684838948740478410
1006,18642815,52530756890796992695337,53361385192961938579846,97673684838948740478410
1007,18642878,52769306689589175909237,53122761258367877531646,97673684838948740478410
1008,18642992,52716902900208191019830,53174836433453000595711,97673367408718555325762
1009,18643089,52741886608473099774706,53149847383443152647963,97673367408718555325762
1010,18643178,52726481120099992483125,53155038040189144940183,97663942459428655367534
1011,18643256,52713151392034876377458,53168372024631470089455,97663942459428655367534
1012,18643328,52712294511827553634350,53169229185864418838067,97663942459428655367534
1013,18643465,52719534511827553634350,53161987563798641069520,97663942459428655367534
1014,18643543,52728334511827553634350,53153185678271147573334,97663942459428655367534
1015,18643821,52716338305539510803635,53165185678271147573334,97663942459428655367534
1016,18643894,52716687640539510803635,53164836265259951166405,97663942459428655367534
1017,18643970,52720994327198471685688,53160528629083743946931,97663942459428655367534
1018,18644075,52697002140774805908777,53184528793083743946931,97663942459428655367534
1019,18644082,52696642606202278618613,53184888452542100751498,97663942459428655367534
1020,18644230,52695204491248461465998,53186327068607405315975,97663942459428655367534
1021,18644294,52664751993524024441055,53216790769667339368864,97663942459428655367534
1022,18644308,52657994895923368282737,53223550506481363098732,97663942459428655367534
1023,18644353,52653148827143868920666,53228398502344887213931,97663942459428655367534
1024,18644653,52628023664002802743720,53253534115948681359799,97663942459428655367534
1025,18644655,52627318462681120739489,53254239621697082920914,97663942459428655367534
1026,18644722,52622371720562699237017,53259188516313816833746,97663942459428655367534
1027,18644731,52646371720562699237017,53235180752896597770600,97663942459428655367534
1028,18644952,52523123173055335225555,53213190356903791962030,97529952967360464115906
1029,18644971,52588985592006859571228,53147306141682196638756,97529952967360464115906
1030,18644984,52563602637702247538175,53172699408084779969953,97529952967360464115906
1031,18645112,52580602637702247538175,53155694115289459175380,97529952967360464115906
1032,18645380,52581700437702247538175,53154595985629371143767,97529952967360464115906
1033,18645801,52531721937421432007694,53204595985629371143766,97529952967360464115906
1034,18645826,52470752296571612469465,53265595985629371143766,97529952967360464115906
1035,18645884,52505892296571612469465,53230441449415508299656,97529952967360464115906
1036,18645899,52436796469340285898889,53299574205532116158617,97529952967360464115906
1037,18645949,52456796469340285898889,53279564917639147915802,97529952967360464115906
1038,18646098,52455832534098541941939,53280529385764143669701,97529952967360464115906
1039,18646171,52485832534098541941939,53250516334767530881363,97529952967360464115906
1040,18646195,52484846754459857078058,53251502624411845037519,97529952967360464115906
1041,18646251,52564840998401392201152,53171478857457724905423,97529952967360464115906
1042,18646363,52545337763574227665711,53190990520985784288060,97529952967360464115906
1043,18646387,52542522274598148196774,53193807265103540201019,97529952967360464115906
1044,18646432,52541948659045785302704,53194381137560247829919,97529952967360464115906
1045,18646566,52559573933258857305298,53176749916328518812251,97529952967360464115906
1046,18646568,52672073933258857305298,53064220894842864104317,97529952967360464115906
1047,18646576,52667484294348407426235,53068811874496525135525,97529952967360464115906
1048,18646583,52774055338823270340074,52962239107291854706882,97529952967360464115906
1049,18646583,52774055338823270340074,52962239107291854706882,97529952967360464115906
1050,18646583,52774055338823270340074,52962239107291854706882,97529952967360464115906
1051,18646737,52769056178127582709812,52967239107291854706881,97529952967360464115906
1052,18647019,52709068628833524734652,53027239107291854706880,97529952967360464115906
1053,18647142,52691644838738006109711,53061676856936550222940,97545639450340665308192
1054,18647379,52674149850452830037011,53079176856936550222939,97545639450340665308192
1055,18647410,52673584786508389044480,53079742088981243005222,97545639450340665308192
1056,18647473,52558852502179262791891,53194516580322768785442,97545639450340665308192
1057,18647477,52472813832063423285521,53280597448828913120606,97545639450340665308192
1058,18647481,52485876135770616479353,53267538370756354714810,97545639450340665308192
1059,18647481,52485876135770616479353,53267538370756354714810,97545639450340665308192
1060,18647495,52495876135770616479353,53257534161806715995519,97545639450340665308192
1061,18647498,52438520428213385001715,53314921407477478885628,97545639450340665308192
1062,18647501,52390792351690578558491,53362679754718710159834,97545639450340665308192
1063,18647501,52390792351690578558491,53362679754718710159834,97545639450340665308192
1064,18647502,52484923265448336395207,53268503125588184104314,97545639450340665308192
1065,18647506,52484898319418401652686,53268529329437699091115,97545639450340665308192
1066,18647506,52484898319418401652686,53268529329437699091115,97545639450340665308192
1067,18647508,52427543380952820202063,53325916575108461981224,97545639450340665308192
1068,18647517,52483414501178062312786,53270025261467818340724,97545639450340665308192
